DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TYPE_OF_CROP,DESTINATION_WINEGRAPES,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TYPE_OF_CROP_EUCODE,NOTE_TYPE_OF_CROP,NOTE_DESTINATION_WINEGRAPES,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,REDRINOP,ALL,2025,2615,,,,TIPO_DATO5__HP_Q_EXT_N1,V3600_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,REDRINOP,ALL,2026,2653,,,,TIPO_DATO5__HP_Q_EXT_N1,V3600_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,RICE,ALL,2025,3468,,,,TIPO_DATO5__HP_Q_EXT_N1,C2000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,ROUSPBERRI,ALL,2025,647,,,,TIPO_DATO5__HP_Q_EXT_N1,F3200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,RYE,ALL,2025,247,,,,TIPO_DATO5__HP_Q_EXT_N1,C1210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,RYE,ALL,2026,245,,,,TIPO_DATO5__HP_Q_EXT_N1,C1210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SAVOBAGEIN,ALL,2025,606,,,,TIPO_DATO5__HP_Q_EXT_N1,V1330,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SAVOBAGEIN,ALL,2026,609,,,,TIPO_DATO5__HP_Q_EXT_N1,V1330,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SHALLOT,ALL,2025,719,,,,TIPO_DATO5__HP_Q_EXT_N1,V4220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SHALLOT,ALL,2026,1091,,,,TIPO_DATO5__HP_Q_EXT_N1,V4220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SORGH,ALL,2025,31922,,,,TIPO_DATO5__HP_Q_EXT_N1,C1700,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SORGH,ALL,2026,29835,,,,TIPO_DATO5__HP_Q_EXT_N1,C1700,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SOYA,ALL,2025,399649,,,,TIPO_DATO5__HP_Q_EXT_N1,I1130,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SOYA,ALL,2026,347521,,,,TIPO_DATO5__HP_Q_EXT_N1,I1130,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SPINNGREEN,ALL,2025,763,,,,TIPO_DATO5__HP_Q_EXT_N1,V2500_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SPINNOPEN,ALL,2025,455,,,,TIPO_DATO5__HP_Q_EXT_N1,V2500_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,STRAIEING,ALL,2025,1303,,,,TIPO_DATO5__HP_Q_EXT_N1,S0000S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SUNFLO,ALL,2025,20430,,,,TIPO_DATO5__HP_Q_EXT_N1,I1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SUNFLO,ALL,2026,21164,,,,TIPO_DATO5__HP_Q_EXT_N1,I1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SWCHERRIES,ALL,2025,5727,,,,TIPO_DATO5__HP_Q_EXT_N1,F1242,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SWCHERRIES,ALL,2026,9224,,,,TIPO_DATO5__HP_Q_EXT_N1,F1242,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SWEEATOES,ALL,2025,127,,,,TIPO_DATO5__HP_Q_EXT_N1,R9000_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,SWEEILING,ALL,2025,533,,,,TIPO_DATO5__HP_Q_EXT_N1,I5000_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,TABLEGRAPES,ALL,2025,2000,,,,TIPO_DATO5__HP_Q_EXT_N1,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,TABLEGRAPES,ALL,2026,2000,,,,TIPO_DATO5__HP_Q_EXT_N1,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,TITICALE,ALL,2025,2880,,,,TIPO_DATO5__HP_Q_EXT_N1,C1600,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,TITICALE,ALL,2026,3072,,,,TIPO_DATO5__HP_Q_EXT_N1,C1600,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,TOBAC,ALL,2025,8516,,,,TIPO_DATO5__HP_Q_EXT_N1,I3000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,TOMAGRENNH,ALL,2025,9486,,,,TIPO_DATO5__HP_Q_EXT_N1,V3100S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,TOMAGRENNH_I,ALL,2025,9486,,,,TIPO_DATO5__HP_Q_EXT_N1,V3110_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WALNU,ALL,2025,431,,,,TIPO_DATO5__HP_Q_EXT_N1,F4100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WATENINGR,ALL,2025,1596,,,,TIPO_DATO5__HP_Q_EXT_N1,V3520_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WATENINOP,ALL,2025,1290,,,,TIPO_DATO5__HP_Q_EXT_N1,V3520_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WHEATD,ALL,2025,19451,,,,TIPO_DATO5__HP_Q_EXT_N1,C1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WHEATD,ALL,2026,26458,,,,TIPO_DATO5__HP_Q_EXT_N1,C1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WINEES,ALL,2025,1126229,,,,TIPO_DATO5__HP_Q_EXT_N1,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WINEES,ALL,2026,1126229,,,,TIPO_DATO5__HP_Q_EXT_N1,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WNEALY,ALL,2025,68176,,,,TIPO_DATO5__HP_Q_EXT_N1,C1310,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,WNEALY,ALL,2026,78403,,,,TIPO_DATO5__HP_Q_EXT_N1,C1310,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,ZUCCA,ALL,2025,26745,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,HP_Q_EXT,ZUCCA,ALL,2026,27291,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ALMO,ALL,2025,8,,,,,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ALMO,ALL,2026,8,,,,,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,APPLE,ALL,2025,48,,,,,F1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,APPLE,ALL,2026,48,,,,,F1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,APRIC,ALL,2025,5,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,APRIC,ALL,2026,5,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,BUBRY,ALL,2025,7,,,,,F3300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,CERFORRLEY,ALL,2025,45,,,,,G1100_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,CEROIS,ALL,2025,6641,,,,,G3000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,CHERR,ALL,2025,238,,,,,F1240,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,CHEST,ALL,2025,6,,,,,F4400,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,COMMEGRASS,ALL,2025,554,,,,,G1100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,CRAT,ALL,2025,1,,,,,F3100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,DRIESES,ALL,2025,90,,,,,G1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ECENEDEDF,ALL,2025,8,,,,,F1211,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ECENEDEDF,ALL,2026,8,,,,,F1211,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ERORSHCO,ALL,2025,7,,,,,F1121,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ERORSHCO,ALL,2026,7,,,,,F1121,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ETRNSITENDE,ALL,2025,4,,,,,F1221,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ETRNSITENDE,ALL,2026,4,,,,,F1221,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,FIG,ALL,2025,2,,,,,F2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,GRAM,ALL,2025,390,,,,,G1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,GRAPEDOPWINE,ALL,2025,5007,,,,,W1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,GRAPEIGPWINE,ALL,2025,2258,,,,,W1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,HAZEL,ALL,2025,52,,,,,F4200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,HAZEL,ALL,2026,62,,,,,F4200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,KIWI,ALL,2025,30,,,,,F2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,KIWI,ALL,2026,30,,,,,F2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,LEGMIX,ALL,2025,706,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,LOTU,ALL,2025,2,,,,,F2900_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,LUCERNE,ALL,2025,2688,,,,,G2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,LVRADBENDS,ALL,2025,2,,,,,G2910,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,MIXEPORARY,ALL,2025,1465,,,,,G2900_IV,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,NECTA,ALL,2025,4,,,,,F1220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,NECTA,ALL,2026,4,,,,,F1220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OHROIE,ALL,2025,522,,,,,O1900,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OLIVO,ALL,2025,522,,,,,O1910,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OLIVT,ALL,2025,4,,,,,O1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OLIVTAB_OIL,ALL,2025,526,,,,,O1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OLIVTAB_OIL,ALL,2026,524,,,,,O1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ORCERE,ALL,2025,2,,,,,F1241,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ORCERE,ALL,2026,2,,,,,F1241,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OTHEEHERBA,ALL,2025,816,,,,,G1100_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OTHETFRUITNOR,ALL,2025,2,,,,,F3900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OTHETURES,ALL,2025,1222,,,,,G1200_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OTHEZINGS,ALL,2025,8275,,,,,J2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OTHGRENOCER,ALL,2025,4,,,,,G9900,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OTHGRWINODI,ALL,2025,231,,,,,W1190,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,OTMFC,ALL,2025,339,,,,,G9100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PEACH,ALL,2025,8,,,,,F1210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PEACH,ALL,2026,8,,,,,F1210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PEAR,ALL,2025,7,,,,,F1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PEAR,ALL,2026,7,,,,,F1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PERMGRASSE,ALL,2025,15149,,,,,J1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PGRAPM,ALL,2025,24972,,,,,J0000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PLSDSIEDFO,ALL,2025,1,,,,,F1112,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PLSDSIEDFO,ALL,2026,1,,,,,F1112,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PLSFRFESHC,ALL,2025,47,,,,,F1111,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PLSFRFESHC,ALL,2026,47,,,,,F1111,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PLUM,ALL,2025,12,,,,,F1250,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,PLUM,ALL,2026,10,,,,,F1250,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,POMETES,ALL,2025,9,,,,,F2900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,POORINGS,ALL,2025,1548,,,,,J2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,REDCURRA,ALL,2025,1,,,,,F3120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,ROUSPBERRI,ALL,2025,4,,,,,F3200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,SWCHERRIES,ALL,2025,236,,,,,F1242,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,SWCHERRIES,ALL,2026,230,,,,,F1242,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,TABLEGRAPES,ALL,2025,8,,,,,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,TABLEGRAPES,ALL,2026,8,,,,,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,WALNU,ALL,2025,14,,,,,F4100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,WINEES,ALL,2025,7496,,,,,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,PA_EXT,WINEES,ALL,2026,7496,,,,,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,REDOSEWIN,ALL,2025,6236,,,,,W2320,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,REGDESBLACKWINE,ALL,2025,37797,,,,,W2120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,REGDESWHITEWINE,ALL,2025,510414,,,,,W2110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,REGDESWINE,ALL,2025,548211,,,,,W2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,TABLW,ALL,2025,29923,,,,,W2300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,TYPGEOBLACKWINE,ALL,2025,120365,,,,,W2220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,TYPGEOWHITEWINE,ALL,2025,197023,,,,,W2210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,TYPGEOWINE,ALL,2025,317388,,,,,W2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,WHITNE,ALL,2025,23687,,,,,W2310,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,WINE,ALL,2025,895522,,,,,W2000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_HECT_EXT,WINE,ALL,2026,895522,,,,,W2000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,ALMO,ALL,2025,16,,,,,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,ALMO,ALL,2026,16,,,,,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,APPLE,ALL,2025,22506,,,,,F1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,APPLE,ALL,2026,25886,,,,,F1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,APRIC,ALL,2025,677,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,APRIC,ALL,2026,1215,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,ASPAINGRE,ALL,2025,154,,,,,V2600_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,ASPAINGREOPEN,ALL,2025,3708,,,,,V2600_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,ASPAINGREOPEN,ALL,2026,4486,,,,,V2600_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BARLEY,ALL,2025,69540,,,,,C1300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BARLEY,ALL,2026,79971,,,,,C1300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BEANK,ALL,2025,52,,,,,P1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BEANK,ALL,2026,43,,,,,P1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BEANREENHOU,ALL,2025,39,,,,,V5200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BEETANDLEA,ALL,2025,544,,,,,V4300_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BEETREENHOU,ALL,2025,3478,,,,,V2900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BEETS,ALL,2025,79589,,,,,R2000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BROAFIELD,ALL,2025,92,,,,,P1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BROAFIELD,ALL,2026,138,,,,,P1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BROCINOPEN,ALL,2025,277,,,,,V1900_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BROCINOPEN,ALL,2026,212,,,,,V1900_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BUBRY,ALL,2025,617,,,,,F3300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,BUCKWHEAT,ALL,2025,33,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CARRGREENH,ALL,2025,121,,,,,V4100_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CARRNDPARS,ALL,2025,418,,,,,V4100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CARRNDPARS,ALL,2026,468,,,,,V4100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CAULERAND,ALL,2025,21070,,,,,V1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CAULERAND,ALL,2026,21380,,,,,V1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CEREAOG_NO_FORAGENR,ALL,2025,281,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CEREAOG_NO_FORAGENR,ALL,2026,281,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CHAROPENFI,ALL,2025,310,,,,,V2900_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CHERR,ALL,2025,6922,,,,,F1240,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CHEST,ALL,2025,111,,,,,F4400,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD32,TP_QUIN_EXT,CHICNOPEN,ALL,2025,22135,,,,,V2700_II,,,,,,
