PRODUCT,CATEGORY,CURRENT_ADAMA_CATALOG,PAGE_URL,REGISTRATION_ID,ROPF_MATCH,CROPS,ISSUES,ACTIVE_SUBSTANCES,LABEL,SDS,TECH_SHEET,OTHER_DOCS,DOCUMENT_COUNT,STORAGE_COUNT,HASH_VERIFIED,LAST_PUBLIC_DOC_DATE,NOTES
POSTSCRIPT 80,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/postscript-80,ES-01516,MATCHED_EXACT,ARROZ; HORTÍCOLAS; MAÍZ,"Dicotiledóneas, malas hierbas de hoja ancha; GRAMÍNEAS ANUALES; GRAMÍNEAS PLURIANUALES",Imazamox,1,1,0,0,2,2,2,NÃO SEI,
ROMIN,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/romin,24.762,ADAMA_SITE_ONLY,HORTÍCOLAS; MAÍZ,"Dicotiledóneas, malas hierbas de hoja ancha; MALAS HIERBAS",Petoxamida,1,1,0,0,2,2,2,NÃO SEI,
SONAVIO,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/sonavio,ES-01867,MATCHED_EXACT,ALCACHOFA; CEBOLLA; HORTÍCOLAS; LECHUGA; MAÍZ; TOMATE; ZANAHORIA,"Dicotiledóneas, malas hierbas de hoja ancha; MALAS HIERBAS",Bifenox,1,1,0,2,4,4,4,NÃO SEI,
SPYRALE,CONTROL_DE_ENFERMEDADES,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/spyrale,21739,MATCHED_EXACT,PATATA; REMOLACHA AZUCARERA,MALAS HIERBAS,Difenoconazol; Fenpropidin,1,1,0,1,3,3,3,NÃO SEI,
SULCOTREK,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/sulcotrek,ES-00142,MATCHED_EXACT,HORTÍCOLAS; MAÍZ,DICOTILEDÓNEAS ANUALES; MALAS HIERBAS,Sulcotriona; Terbutilazina,1,1,0,0,2,2,2,NÃO SEI,
SULTAN N,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/sultan,25050,MATCHED_EXACT,"BERZA , COL; BRÉCOL; COL DE BRUSELAS; COLIFLOR; COLZA; CÍTRICOS; HORTÍCOLAS; MAÍZ; REPOLLO","Dicotiledóneas, malas hierbas de hoja ancha; Monocotiledóneas, malas hierbas de hoja estrecha",Metazacloro,1,1,0,1,3,3,3,NÃO SEI,
SUNBRIGHT,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/sunbright,ES-01366,MATCHED_EXACT,GIRASOL; HORTÍCOLAS; MAÍZ; SORGO,"Abutilon, Abutilon theophrasti; Dicotiledóneas, malas hierbas de hoja ancha; Digitaria, Digitaria sanguinalis; Estramonio, Datura stramonium; GRAMÍNEAS ANUALES; Hierba cana, Senecio vulgaris; Hierba mora, Solanum nigrum; Mercurial, Mercurialis annua; Murajes, Anagallis arvensis; Polígonos, Polygonum spp.; Verónica, hierba gallinera, Veronica spp.; Zurrón de pastor, Capsella bursa-pastoris",Aclonifen; Imazamox,1,1,0,2,4,4,4,NÃO SEI,
TOPIK 24EC,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/topik-24ec,19548,MATCHED_EXACT,AVENA; CEBADA; HORTÍCOLAS; MAÍZ; TRIGO; TRITICALE,"Dicotiledóneas, malas hierbas de hoja ancha; Monocotiledóneas, malas hierbas de hoja estrecha; VALLICO, LOLIUM RIGIDUM",Clodinafop-Propargil,1,1,0,1,3,3,3,NÃO SEI,
TRICUPROXI F,CONTROL_DE_ENFERMEDADES,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/tricuproxi-f,21506,ADAMA_SITE_ONLY,OLIVO; PATATA,"MALAS HIERBAS; Repilo del olivo, Venturia oleaginea",NOT_COLLECTED,1,1,0,1,3,3,3,NÃO SEI,
TRIMMER SX,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/trimmer-sx,ES-00141,MATCHED_EXACT,AVENA; CEBADA; HORTÍCOLAS; MAÍZ; TRIGO,"Dicotiledóneas, malas hierbas de hoja ancha; MALAS HIERBAS",Tribenuron-metil,1,1,0,0,2,2,2,NÃO SEI,
TRINITY,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/trinity,25667,MATCHED_EXACT,AVENA; Alpiste; CEBADA; CENTENO; COLZA; GIRASOL; HORTÍCOLAS; MAÍZ; Malva; PATATA; TRIGO; TRITICALE,"Amapolas, Papaver spp.; Centaureas, Centaurea spp.; Dicotiledóneas, malas hierbas de hoja ancha; GRAMÍNEAS ANUALES; Monocotiledóneas, malas hierbas de hoja estrecha; Pamplina, hierba gallinera, Stellaria media; VALLICO, LOLIUM RIGIDUM; Vallicos, Lolium spp. (especies plurianuales)",Diflufenican; Clortoluron; Pendimentalina,1,1,0,1,3,3,3,NÃO SEI,
TRINITY PACK,CONTROL_DE_MALAS_HIERBAS,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/trinity-packs,NÃO SEI,ADAMA_SITE_ONLY,NOT_COLLECTED,"Amapolas, Papaver spp.; Dicotiledóneas, malas hierbas de hoja ancha; VALLICO, LOLIUM RIGIDUM",NOT_COLLECTED,0,0,0,0,0,0,0,NÃO SEI,
VINERGY,CONTROL_DE_ENFERMEDADES,CURRENT,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/vinergy,ES-01463,MATCHED_EXACT,OLIVO; PATATA; VID DE VINIFICACIÓN,"MALAS HIERBAS; Repilo del olivo, Venturia oleaginea",Fosfonatos de Potasio; Folpet,1,1,0,1,3,3,3,NÃO SEI,
