SOURCE_ID;ESTADO;SOURCE_NAME;SOURCE_OWNER;COUNTRY;TERRITORY;URL;VERDICT;EVIDENCE_PATH;NO_ATLAS_CORRENTE;IRMAOS_MESMA_FONTE;N_REGISTOS;N_VERSOES;ONDE;N_CITACOES;FIRST_ASSIGNMENT_COMMIT;FIRST_ASSIGNMENT_DATE;FIRST_ASSIGNMENT_BRANCH;FIRST_ASSIGNMENT_FILE;FIRST_ASSIGNMENT_SOURCE;DIVERGENCIAS
ES-T7-025;SAME_SOURCE_MULTIPLE_IDS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;PARCIAL;Oleo Revista, 50 itens datados, 29 on-topic;NAO;ES-T7-001 ES-T7-002 ES-T7-003 ES-T7-004 ES-T7-005 ES-T7-006 ES-T7-007 ES-T7-008 ES-T7-009 ES-T7-010 ES-T7-011 ES-T7-012 ES-T7-013 ES-T7-014 ES-T7-015 ES-T7-016 ES-T7-017 ES-T7-018 ES-T7-019 ES-T7-020 ES-T7-021 ES-T7-022 ES-T7-023 ES-T7-024 ES-T7-026 ES-T7-027;18;18;ATLAS-DE-FONTES-EAME.md;4;74bcccb3cd00;2026-08-29;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;feeds de imprensa técnica espanhola, associações agrárias,;
ES-T7-026;SAME_SOURCE_MULTIPLE_IDS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;PARCIAL;Oleo Revista, 50 itens datados, 29 on-topic;NAO;ES-T7-001 ES-T7-002 ES-T7-003 ES-T7-004 ES-T7-005 ES-T7-006 ES-T7-007 ES-T7-008 ES-T7-009 ES-T7-010 ES-T7-011 ES-T7-012 ES-T7-013 ES-T7-014 ES-T7-015 ES-T7-016 ES-T7-017 ES-T7-018 ES-T7-019 ES-T7-020 ES-T7-021 ES-T7-022 ES-T7-023 ES-T7-024 ES-T7-025 ES-T7-027;18;18;ATLAS-DE-FONTES-EAME.md;4;74bcccb3cd00;2026-08-29;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;feeds de imprensa técnica espanhola, associações agrárias,;
ES-T7-027;SAME_SOURCE_MULTIPLE_IDS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;PARCIAL;Oleo Revista, 50 itens datados, 29 on-topic;NAO;ES-T7-001 ES-T7-002 ES-T7-003 ES-T7-004 ES-T7-005 ES-T7-006 ES-T7-007 ES-T7-008 ES-T7-009 ES-T7-010 ES-T7-011 ES-T7-012 ES-T7-013 ES-T7-014 ES-T7-015 ES-T7-016 ES-T7-017 ES-T7-018 ES-T7-019 ES-T7-020 ES-T7-021 ES-T7-022 ES-T7-023 ES-T7-024 ES-T7-025 ES-T7-026;18;18;ATLAS-DE-FONTES-EAME.md;4;74bcccb3cd00;2026-08-29;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;feeds de imprensa técnica espanhola, associações agrárias,;
ES-T8-001;SAME_ID_SAME_SOURCE;YouTube · 157 canais · 252 vídeos · 15 transcrições;UNKNOWN;UNKNOWN;T8;UNKNOWN;**PROVED**;UNKNOWN;SIM;;18;18;ATLAS-DE-FONTES-EAME.md;7634;74bcccb3cd00;2026-08-29;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;YouTube · 157 canais · 252 vídeos · 15 transcrições;
ES-T8-002;SAME_ID_SAME_SOURCE;LinkedIn · 202 perfis · 179 declaram ES;UNKNOWN;UNKNOWN;T8;UNKNOWN;**PROVED** (identidade) · PARCIAL (conteúdo);UNKNOWN;SIM;;18;18;ATLAS-DE-FONTES-EAME.md;4416;74bcccb3cd00;2026-08-29;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;LinkedIn · 202 perfis · 179 declaram ES;
ES-T8-003;SAME_ID_SAME_SOURCE;Instagram · 32 contas agronômicas;UNKNOWN;UNKNOWN;T8;UNKNOWN;**FAILED_WITH_REASON**;UNKNOWN;SIM;;18;18;ATLAS-DE-FONTES-EAME.md;151;74bcccb3cd00;2026-08-29;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Instagram · 32 contas agronômicas;
ES-T9-001;HISTORICAL_RED;páginas de atualidades de BASF, Bayer, Syngenta, Corteva…;UNKNOWN;FRANCE · SPAIN · ITALY;T9;UNKNOWN;NÃO SEI;nenhum;SIM;;24;24;ATLAS-DE-FONTES-EAME.md;11;08ad43bd3106;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;páginas de atualidades de BASF, Bayer, Syngenta, Corteva…;
EU-T1-001;SAME_ID_SAME_SOURCE;Crop production in EU standard humidity by NUTS 2 region;Eurostat;EUROPE (cobre FR, ES, IT e demais);T1;https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/apro_cpshr;GREEN;5.685 valores NUTS2 para FR/ES/IT, 2000–2024.;SIM;;27;27;ATLAS-DE-FONTES-EAME.md;206;595ace5e9657;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Crop production in EU standard humidity by NUTS 2 region;
EU-T1-002;SAME_ID_SAME_SOURCE;Crop production in EU standard humidity;Eurostat;EUROPE;T1;UNKNOWN;GREEN;rendimento de trigo comum (t/ha):;SIM;;27;27;ATLAS-DE-FONTES-EAME.md;158;595ace5e9657;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Crop production in EU standard humidity;
EU-T10-001;SAME_ID_SAME_SOURCE;European Commission — Agri-food Data Portal (cereal prices);Comissão Europeia — DG AGRI;EUROPE (com detalhe FR, ES, IT);T10;https://www.ec.europa.eu/agrifood/api/cereal/prices;GREEN;Milho forrageiro em Mantova (IT), semana de 17–23/08/2026:;SIM;;24;24;ATLAS-DE-FONTES-EAME.md;131;08ad43bd3106;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;European Commission — Agri-food Data Portal (cereal prices);
EU-T10-002;SAME_ID_SAME_SOURCE;FAOSTAT (API) · **NÃO SEI**;UNKNOWN;UNKNOWN;T10;UNKNOWN;devolveu `401 — Missing Authorization Header`. Passou a exigir credencial.;UNKNOWN;SIM;;24;24;ATLAS-DE-FONTES-EAME.md;37;08ad43bd3106;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;FAOSTAT (API) · **NÃO SEI**;
EU-T10-003;SAME_ID_SAME_SOURCE;Eurostat `ext_lt_maineu` (comércio) · **NÃO SEI**;UNKNOWN;UNKNOWN;T10;UNKNOWN;a API responde 200, mas a consulta feita voltou com `value` vazio. Faltou acertar as dimen;UNKNOWN;SIM;;24;24;ATLAS-DE-FONTES-EAME.md;18;08ad43bd3106;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Eurostat `ext_lt_maineu` (comércio) · **NÃO SEI**;
EU-T12-001;SAME_ID_SAME_SOURCE;CELLAR / EU Publications Office — camada de política agrícola;Publications Office of the European Union;EUROPE;T12;UNKNOWN;GREEN;CELEX 32026R0148 e 32026R0149, ambos de 21/01/2026, alterando;SIM;;23;23;ATLAS-DE-FONTES-EAME.md;53;e9da145e376f;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;CELLAR / EU Publications Office — camada de política agrícola;
EU-T2-001;SAME_ID_SAME_SOURCE;NASA POWER — Daily Point (community AG);NASA Langley Research Center;global (aplicado a EUROPE, FRANCE, SPAIN, ITALY);T2;https://power.larc.nasa.gov/api/temporal/daily/point;GREEN;ES41 Castilla y León (ponto-rótulo NUTS2): chuva de;SIM;;27;27;ATLAS-DE-FONTES-EAME.md;142;595ace5e9657;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;NASA POWER — Daily Point (community AG);
EU-T2-002;SAME_ID_SAME_SOURCE;NUTS_LB_2024_4326_LEVL_2 (label points);Eurostat / GISCO;EUROPE;T2 (infraestrutura geográfica para T1, T2 e T3);UNKNOWN;GREEN;ES41 (−4,788 / 41,751) · FRB0 (1,684 / 47,485) ·;SIM;;27;27;ATLAS-DE-FONTES-EAME.md;83;595ace5e9657;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;NUTS_LB_2024_4326_LEVL_2 (label points);
EU-T2-003;HISTORICAL_RED;Open-Meteo Historical Weather API (ERA5);UNKNOWN;UNKNOWN;T2;UNKNOWN;NÃO SEI;nenhum;SIM;;27;27;ATLAS-DE-FONTES-EAME.md;47;595ace5e9657;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Open-Meteo Historical Weather API (ERA5);
EU-T3-001;HISTORICAL_RED;EPPO Global Database;European and Mediterranean Plant Protection Organization;EUROPE;T3 (e vocabulário para todos);https://gd.eppo.int;NÃO SEI;nenhum capturado pela API;SIM;;26;26;ATLAS-DE-FONTES-EAME.md;67;6b77e3163e1a;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;EPPO Global Database;
EU-T4-001;SAME_ID_SAME_SOURCE;CELLAR / EU Publications Office (Official Journal of the EU);Publications Office of the European Union;EUROPE;T4 (também serve T12);https://publications.europa.eu/webapi/rdf/sparql;GREEN;CELEX 32026R1696 — Reg. Exec. (UE) 2026/1696, de 14/07/2026,;SIM;;53;30;ATLAS-DE-FONTES-EAME.md;379;cde1a14c457d;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;CELLAR / EU Publications Office (Official Journal of the EU);SOURCE_NAME: escolhido «CELLAR / EU Publications Office (Official Jo» (prova 100) sobre «CELLAR / EU Publications Office — » (80) || TERRITORY: escolhido «T4 (também serve T12)» (prova 100) sobre «T12» (80) || EVIDENCE_PATH: escolhido «CELEX 32026R1696 — Reg. Exec. (UE) 2026/1696» (prova 100) sobre «CELEX 32026R0148 e 32026R0149, amb» (80)
EU-T4-002;HISTORICAL_RED;EU Pesticides Database;Comissão Europeia — DG SANTE;EUROPE;T4;https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/;NÃO SEI;nenhum capturado;SIM;;30;30;ATLAS-DE-FONTES-EAME.md;49;cde1a14c457d;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;EU Pesticides Database;
EU-T5-001;SAME_ID_SAME_SOURCE;OpenAlex;OurResearch (organização sem fins lucrativos);global — filtrável por país de afiliação;T5 e T6 (e parcialmente T7, pela instituição);https://api.openalex.org/works;GREEN;"""Quem trabalha repetidamente com resistência a herbicidas na";SIM;;43;25;ATLAS-DE-FONTES-EAME.md;293;71e6a0d25178;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;OpenAlex;SOURCE_NAME: escolhido «OpenAlex» (prova 100) sobre «OpenAlex, recorte italiano declara» (30) / «OpenAlex, recorte espanhol declara» (25) || SOURCE_OWNER: escolhido «OurResearch (organização sem fins lucrativos» (prova 100) sobre «OurResearch» (30) || COUNTRY: escolhido «global — filtrável por país de afiliação» (prova 100) sobre «ITALY» (30) / «SPAIN — filtro institutions.countr» (25) || TERRITORY: escolhido «T5 e T6 (e parcialmente T7, pela instituição» (prova 100) sobre «T5» (30) / «T5 e T6» (25)
EU-T9-002;HISTORICAL_RED;Meta Ads Library;Meta Platforms;EUROPE · SPAIN · ITALY · FRANCE;T9 (alimenta a camada COMPETITOR ACTIVATION);UNKNOWN;NÃO SEI · **NÃO TESTADO**;nenhum;SIM;;11;11;ATLAS-DE-FONTES-EAME.md;43;8fcf4f5ae997;2026-08-30;claude/acervo-to-package-intelligence-v1;ATLAS-DE-FONTES-EAME.md;Meta Ads Library;
FR-T1-001;SAME_ID_SAME_SOURCE;Agreste — Statistique agricole annuelle (SAA) · **NÃO SEI**;UNKNOWN;UNKNOWN;T1;UNKNOWN;agreste.agriculture.gouv.fr` falhou por TLS via curl e devolveu **HTTP 503** por outra rot;UNKNOWN;SIM;;27;27;ATLAS-DE-FONTES-EAME.md;5;595ace5e9657;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Agreste — Statistique agricole annuelle (SAA) · **NÃO SEI**;
FR-T13-001;SAME_ID_SAME_SOURCE;recherche-entreprises.api.gouv.fr (base SIRENE);DINUM / INSEE (França);FRANCE;T13;https://recherche-entreprises.api.gouv.fr/search;GREEN;NAF **46.21Z** (atacado de grãos, sementes e alimentos para;SIM;;21;21;ATLAS-DE-FONTES-EAME.md;137;85157fef3c5b;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;recherche-entreprises.api.gouv.fr (base SIRENE);
FR-T3-001;SAME_ID_SAME_SOURCE;Bulletins de Santé du Végétal;rede de epidemiovigilância — DRAAF, Chambres d'agriculture,;FRANCE;T3;UNKNOWN;YELLOW;Hauts-de-France — BSV Grandes Cultures n°32 de 25/08/2026 e;SIM;;26;26;ATLAS-DE-FONTES-EAME.md;83;6b77e3163e1a;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Bulletins de Santé du Végétal;
FR-T3-002;HISTORICAL_RED;Archive en agro-écologie de BSV;publicado em data.gouv.fr (licença CC-BY), origem pestobserver.eu;FRANCE;T3;UNKNOWN;NÃO SEI;nenhum capturado;SIM;;26;26;ATLAS-DE-FONTES-EAME.md;51;6b77e3163e1a;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Archive en agro-écologie de BSV;
FR-T4-001;SAME_ID_SAME_SOURCE;Données ouvertes du catalogue E-Phy;ANSES (Agence nationale de sécurité sanitaire) via data.gouv.fr;FRANCE;T4 (alimenta também T1, T3 e T9);https://www.data.gouv.fr/datasets/donnees-ouvertes-du-catalogue-e-phy-des-produits-phytopharmaceutiques-matieres-fertilisantes-et-supports-de-culture-adjuvants-produits-mixtes-et-melanges;GREEN;"15.140 produtos; 18.558 usos autorizados.";SIM;;29;29;ATLAS-DE-FONTES-EAME.md;623;1fab9fa5324c;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Données ouvertes du catalogue E-Phy;
FR-T9-001;HISTORICAL_RED;páginas de atualidades de BASF, Bayer, Syngenta, Corteva…;UNKNOWN;FRANCE · SPAIN · ITALY;T9;UNKNOWN;NÃO SEI;nenhum;SIM;;24;24;ATLAS-DE-FONTES-EAME.md;13;08ad43bd3106;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;páginas de atualidades de BASF, Bayer, Syngenta, Corteva…;
IT-T1-001;SAME_ID_SAME_SOURCE;IT-T1-001 · ISTAT — Coltivazioni: superfici e produzione;ISTAT;ITALY;T1;https://esploradati.istat.it;GREEN;2024: videira 588,8 mil ha (Sicilia 120,2 · Veneto 101,0 ·;SIM;;29;28;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;151;595ace5e9657;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;ISTAT — coltivazioni (SDMX) · **NÃO SEI**;SOURCE_NAME: escolhido «IT-T1-001 · ISTAT — Coltivazioni: superfici » (prova 80) sobre «ISTAT — coltivazioni (SDMX) · **NÃ» (25) / «ISTAT — coltivazioni (SDMX / esplo» (20) || VERDICT: escolhido «GREEN» (prova 80) sobre «esploradati.istat.it` não responde» (25)
IT-T1-002;MISSING_FROM_CURRENT_ATLAS;Provincia autonoma di Trento — Agricoltura;Provincia autonoma di Trento;ITALY;T1 (também serve T4);https://www.provincia.tn.it/;GREEN — fonte aberta, exemplo real observado e preservado;«AUTONOMIA 2026. Il Cammino della Comunità trentina - Provincia autonoma di;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Provincia autonoma di Trento — Agricoltura;
IT-T1-003;MISSING_FROM_CURRENT_ATLAS;Regione Toscana — Agricoltura;Regione Toscana;ITALY;T1 (também serve T4, T12);https://www.regione.toscana.it/agricoltura-e-alimentazione;GREEN — fonte aberta, exemplo real observado e preservado;«Approfondimenti - Regione Toscana»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Regione Toscana — Agricoltura;
IT-T1-004;MISSING_FROM_CURRENT_ATLAS;Liguria — Regione Liguria agricoltura;Regione Liguria;ITALY;T1 (também serve T4);https://www.regione.liguria.it/homepage-agricoltura.html;YELLOW — frequencia de atualizacao por provar;«attività istituzionale - avvisi - Regione Liguria»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Liguria — Regione Liguria agricoltura;
IT-T1-005;MISSING_FROM_CURRENT_ATLAS;Umbria — Agricoltura e foreste;Regione Umbria;ITALY;T1 (também serve T4);https://www.regione.umbria.it/home;YELLOW — frequencia de atualizacao por provar;«Celebrazioni del 165 anniversario dell’Ente Santa Croce Maria Montessori di;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Umbria — Agricoltura e foreste;
IT-T1-006;MISSING_FROM_CURRENT_ATLAS;ARSAC Calabria — Azienda Regionale per lo Sviluppo dell'Agricoltura;Regione Calabria;ITALY;T1 (também serve T7, T3);https://www.arsac.calabria.it/;GREEN — fonte aberta, exemplo real observado e preservado;«BOLLETTINO agrometeorologico e fitosanitario – agrumi, olivo, vite e kiwi;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARSAC Calabria — Azienda Regionale per lo Sviluppo dell'Agricoltura;
IT-T1-007;MISSING_FROM_CURRENT_ATLAS;ARSIAL — Agenzia Regionale Sviluppo Innovazione Agricoltura Lazio;Regione Lazio;ITALY;T1 (também serve T7, T3);https://www.arsial.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Avvisi per privati Archive - Arsial» https://www.arsial.it/bandi-e-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARSIAL — Agenzia Regionale Sviluppo Innovazione Agricoltura Lazio;
IT-T1-008;MISSING_FROM_CURRENT_ATLAS;Agricoltura Regione Lombardia;Regione Lombardia;ITALY;T1 (também serve T4, T12);https://www.ersaf.lombardia.it/montagna/rifugi/it-servizi-alla-montagna-;GREEN — fonte aberta, exemplo real observado e preservado;«Clicca per scaricare il Decreto iscrizione Elenco rifugi 2025»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Agricoltura Regione Lombardia;
IT-T1-009;MISSING_FROM_CURRENT_ATLAS;Lazio — Agricoltura Regione Lazio;Regione Lazio;ITALY;T1 (também serve T4);https://www.regione.lazio.it/cittadini/agricoltura;GREEN — fonte aberta, exemplo real observado e preservado;«| Regione Lazio | PN FEAMPA 2021/2027 Intervento 222507 – Approvazione;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Lazio — Agricoltura Regione Lazio;
IT-T1-010;MISSING_FROM_CURRENT_ATLAS;Regione Abruzzo — Agricoltura;Regione Abruzzo;ITALY;T1 (também serve T4);https://www.regione.abruzzo.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Sanità, validati i nuovi atti aziendali delle quattro Asl regionali |;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Regione Abruzzo — Agricoltura;
IT-T1-011;MISSING_FROM_CURRENT_ATLAS;Regione Umbria — Agricoltura;Regione Umbria;ITALY;T1 (também serve T4);https://www.regione.umbria.it/agricoltura;GREEN — fonte aberta, exemplo real observado e preservado;«Legge Serpieri - Notizia - Regione Umbria» https://www.regione.umbria.it/ag;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Regione Umbria — Agricoltura;
IT-T1-012;MISSING_FROM_CURRENT_ATLAS;Regione Valle d'Aosta — Agricoltura;Regione Autonoma Valle d'Aosta;ITALY;T1 (também serve T4);https://www.regione.vda.it/agricoltura/;GREEN — fonte aberta, exemplo real observado e preservado;«Avvisi di incarichi dirigenziali - Pubblicità - Regione Autonoma Valle;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;22;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Regione Valle d'Aosta — Agricoltura;
IT-T1-013;MISSING_FROM_CURRENT_ATLAS;Assosementi;Assosementi;ITALY;T1 (também serve T10);https://www.sementi.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Seme in natura certificato e pulito (tara 0%) di erba medica: confermato a;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Assosementi;
IT-T1-014;MISSING_FROM_CURRENT_ATLAS;Ente Nazionale Risi;Ente Nazionale Risi;ITALY;T1 (também serve T10, T4);http://www.enterisi.it/servizi/notizie/notizie_homepage.aspx;YELLOW — so responde em HTTP;«Ente Nazionale Risi» http://www.enterisi.it/servizi/notizie/notizie_fase01.;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Ente Nazionale Risi;
IT-T1-015;MISSING_FROM_CURRENT_ATLAS;Terra e Vita — Edagricole;Edagricole — New Business Media;ITALY;T1 (também serve T3, T10);https://terraevita.edagricole.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Dublino mette alla prova la nuova agricoltura europea - Terra e Vita»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Terra e Vita — Edagricole;
IT-T1-016;MISSING_FROM_CURRENT_ATLAS;Italia Olivicola;Italia Olivicola Consorzio Nazionale;ITALY;T1 (também serve T10);https://www.italiaolivicola.it/;GREEN — fonte aberta, exemplo real observado e preservado;"«News &#8211; Italia Olivicola»";NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Italia Olivicola;
IT-T1-017;MISSING_FROM_CURRENT_ATLAS;Olivo e Olio — Edagricole;Edagricole — New Business Media;ITALY;T1 (também serve T3);https://olivoeolio.edagricole.it/;GREEN — fonte aberta, exemplo real observado e preservado;«EVOLIO Expo conquista gli USA: buyer pronti per Bari 2027 - Olivo e Olio»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Olivo e Olio — Edagricole;
IT-T1-018;MISSING_FROM_CURRENT_ATLAS;Rivista di Agraria;Rivista di Agraria;ITALY;T1 (também serve T5, T12);https://www.rivistadiagraria.org/;GREEN — fonte aberta, exemplo real observado e preservado;«Il sapore della salute - Rivista di Agraria.org»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Rivista di Agraria;
IT-T1-019;MISSING_FROM_CURRENT_ATLAS;SIA — Societa Italiana di Agronomia;Societa Italiana di Agronomia;ITALY;T1 (também serve T5);https://www.siagr.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Scarica lo Statuto della SIA» https://siagr.it/wp-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;SIA — Societa Italiana di Agronomia;
IT-T1-020;MISSING_FROM_CURRENT_ATLAS;Agriligurianet — Regione Liguria agricoltura;Regione Liguria;ITALY;T1 (também serve T3, T7);https://www.agriligurianet.it/it/;GREEN — fonte aberta, exemplo real observado e preservado;«Generale - Agriligurianet» https://www.agriligurianet.it/it/impresa/2013-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Agriligurianet — Regione Liguria agricoltura;
IT-T1-021;MISSING_FROM_CURRENT_ATLAS;AgroNotizie — Image Line;Image Line;ITALY;T1 (também serve T3, T4, T10);https://agronotizie.imagelinenetwork.com/;YELLOW — frequencia de atualizacao por provar;«AgroNotizie - Newsletter»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;AgroNotizie — Image Line;
IT-T1-022;MISSING_FROM_CURRENT_ATLAS;OlivoNews — giornale di olivicoltura;OlivoNews;ITALY;T1 (também serve T3, T10);https://www.olivonews.it/;GREEN — fonte aberta, exemplo real observado e preservado;"«Attualità Archivi - l&#039;OlivoNews»";NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;OlivoNews — giornale di olivicoltura;
IT-T1-023;MISSING_FROM_CURRENT_ATLAS;SOI — Societa di Ortoflorofrutticoltura Italiana;SOI;ITALY;T1 (também serve T5, T11);https://www.soihs.it/;YELLOW — frequencia de atualizacao por provar;«Olivo - SOI» https://www.soihs.it/pubblicazioni/0000001920/video/olivo.aspx;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;SOI — Societa di Ortoflorofrutticoltura Italiana;
