DATAFLOW,FREQ: Frequency,REF_AREA: Territory,DATA_TYPE: Indicator,TYPE_OF_CROP: Type of crop,PLANT_PROTECTION_PROD: Plant protection products and active ingredients,NUMBER_PHYTOS_TREAT: Number of phytosanitary treatments,LEVEL_OF_TOXICITY: Level of toxicity,TIME_PERIOD: Time,OBS_VALUE,OBS_STATUS: Observation status,NOTE_DS: Dataset note,NOTE_REF_AREA: Territory,NOTE_DATA_TYPE: Indicator,NOTE_TYPE_OF_CROP: Type of crop,NOTE_PLANT_PROTECTION_PROD: Plant protection products and active ingredients,NOTE_NUMBER_PHYTOS_TREAT: Number of phytosanitary treatments,NOTE_LEVEL_OF_TOXICITY: Level of toxicity,NOTE_TIME_PERIOD: Time,BASE_PER: Base year,UNIT_MEAS: Measure unit,UNIT_MULT: Multiplication unit
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2015,175,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2016,75,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2017,0,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2018,820,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2019,3823,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2020,382,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2021,0,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2022,72,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2023,357891,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,VAI: plant protection products and various active ingredients,TOT: total,TOX: very toxic or toxic,2024,407293,,,,,,"FITO_PRINCIPI_ATTIVI__VAI_N1: Item ""various"" include organic substances",,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2015,202,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2016,44,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2017,55,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2018,90,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2019,64,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2020,113,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2021,65,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2022,162,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2023,791,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,TRAP: number of traps distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2024,429,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2015,2,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2016,2,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2017,20,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2018,60,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2019,60,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2020,80,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2021,65,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2022,135,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2023,699,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC46: Bergamo,XPHTRAP: number of other types of traps,ALL: all items,ALL: all items,TOT: total,ALL: all items,2024,342,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2015,9487,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2016,311,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2017,200,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2018,99,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2019,63,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2020,51,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2021,686,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2022,376,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2023,504,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PHTRAP: number of traps with pherormones distribuited,ALL: all items,ALL: all items,TOT: total,ALL: all items,2024,191,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2015,1173450,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2016,1078561,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2017,1084834,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2018,914498,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2019,940400,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2020,1032289,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2021,781578,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2022,809464,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2023,911346,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,ALL: all items,2024,941606,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2015,229091,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2016,267280,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2017,231990,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2018,154390,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2019,170500,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2020,186164,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2021,138041,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2022,128353,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2023,115586,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,HARM: harmful,2024,100969,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2015,942321,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2016,807067,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2017,851169,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2018,758105,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2019,764894,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2020,845514,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2021,642685,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2022,671165,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2023,696110,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,NC: not classifiable,2024,826237,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2015,2038,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2016,4214,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2017,1676,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2018,2003,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2019,5006,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2020,611,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2021,852,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2022,9946,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2023,99651,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,ALL: all items,TOT: total,TOX: very toxic or toxic,2024,14400,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2015,316051,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2016,224065,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2017,225989,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2018,229799,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2019,230291,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2020,318061,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2021,260597,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2022,250987,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2023,134196,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,ALL: all items,2024,382575,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2015,19122,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2016,26598,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2017,25889,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2018,15549,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2019,14796,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2020,18485,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2021,13279,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2022,10996,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2023,28510,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,HARM: harmful,2024,19287,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2015,296803,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2016,197287,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2017,200052,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2018,214122,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2019,215365,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2020,299492,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2021,247191,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2022,239816,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2023,101788,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,NC: not classifiable,2024,362116,,,,,,,,,,,,
IT1:101_22_DF_DCSP_FITOSANITARI_1(1.0),A: annual,ITC47: Brescia,PPPKG: amount of plant protection products distributed for agricultural use (kg),ALL: all items,FUN: fungicides,TOT: total,TOX: very toxic or toxic,2015,126,,,,,,,,,,,,
