Provincia di vendita,N. Reg. , Prodotto fitosanitario venduto*,"Quantità 
(Kg o litri)"
RO,14135,GRENADIER 75 DF,0.29
RO,14137,,165.9
RO,14137,ALTACOR,214.7
RO,14155,,240
RO,14165,,628
RO,14165,NANDO MAXI,1759
RO,14178,TRI-BASE,10
RO,14182,,10
RO,14182,ARES 25 WG,751
RO,14193,,2
RO,14193,SARMOX 45 DG,22
RO,14195,,541
RO,14195,KENDO WITH ZEON TECHNOLOGY,25
RO,14204,,6
RO,14204,75A,22
RO,14210,,75
RO,14210,EVURE PRO,927
RO,14214,RAPSAN 500 SC,4
RO,14232,CYTHRIN MAX,54.5
RO,14245,THIRAS,32.25
RO,14262,GREENEX NF,12
RO,14336,NEMATHORIN 150 EC,167
RO,14375,LION 5 EC,355
RO,14387,NERVURE SUPER,2
RO,14390,BOOM EFEKT,2956
RO,14407,RUNWAY,1
RO,14418,,10
RO,14418,PULSAR 40 SL,23
RO,14431,,13
RO,14431,LENTAGRAN 45 WP,165.5
RO,14440,SOLAR 360,28410
RO,14440,SOLAR 360 LT. 20,180
RO,14440,SOLAR 360 LT. 5,45
RO,14460,KOBAN 600,819
RO,14479,,860
RO,14479,SCHERMO 0.5 G,48094
RO,14479,SCHERMO 0.5 G KG. 10,210
RO,14523,CARPO 600,266.31
RO,14540,SEPARO,3
RO,14547,BAC MK,0.4
RO,14549,KRYSTAL VIP WP,44
RO,14559,AGREE WG,140
RO,14576,CUTRIL EVO,60
RO,14582,FENGIB,43
RO,14629,GAT TESSLA 25 WG,86
RO,14636,,671
RO,14636,BIOLID UP,3554
RO,14642,,217
RO,14642,RIDOMIL GOLD R WG,5121
RO,14660,BTK 32 WG,39
RO,14664,BERELEX 40 SG,11.24
RO,14683,,0.1
RO,14683,BERMERAX,2.26
RO,14686,,570
RO,14699,,20
RO,14699,GEOXE,158.5
RO,14709,,5
RO,14728,CELIO,51
RO,14735,,72.5
RO,14735,RANMAN TOP,242.5
RO,14764,SLUXX HP,20
RO,14765,ELUMIS,768
RO,14769,COMET 250 EC,286
RO,14794,AVALON SC,960
RO,14801,,4
RO,14801,ADMIRAL GOLD,1
RO,14808,PROXANIL SC,350
RO,14830,,2605
RO,14830,CUPROFIX ULTRA DISPERSS,140
RO,14836,BARBARIAN BIOGRADE 360,160
RO,14837,TARTAN,375
RO,14838,BARCLAY GALLUP BIOGRADE 360,919
RO,14845,,7
RO,14846,AVALON 250 EW,619
RO,14867,SYNERO,58
RO,14872,,12.5
RO,14872,BELLIS DRUPACEE,66
RO,14876,GRANDSTAND,1
RO,14879,,7.65
RO,14879,LONTREL 72 SG,5.7
RO,14884,,231
RO,14884,CORUM,3194
RO,14884,CORUM LT. 1,14
RO,14884,CORUM LT. 5,30
RO,14891,,20
RO,14891,TRICO,10
RO,14897,FLUROSTAR 200 LT. 1,1
RO,14918,,12
RO,14918,RIVIOR,159
RO,14935,,73
RO,14935,TIMELINE TRIO,904
RO,14935,TIMELINE TRIO LT. 1,2
RO,14936,AMPLIGO,845
RO,14940,,5.8
RO,14944,FLUXYR 200 EC,62
RO,14967,TIPTOR ULTRA,275
RO,14967,TIPTOR ULTRA LT. 1,7
RO,14969,HOPPER 480,760
RO,14972,,2
RO,14972,DICARZOL 50 SP,252
RO,14980,,8
RO,15005,,22
RO,15005,FONTELIS,39
RO,15023,,40
RO,15023,DERREX,60
RO,15044,,684
RO,15047,R6 ERRESEI BORDEAUX WG,16
RO,15048,INDOXAN 45 WDG,114
RO,15049,MODDUS,55
RO,15051,,2840
RO,15051,KYLEO,10875
RO,15052,KAIMO SORBIE,107
RO,15056,,5
RO,15056,TOMCATO,20
RO,15059,,373
RO,15059,DECIS EVO,1710
RO,15059,DECIS EVO LT. 1,3
RO,15059,DECIS EVO ML. 250,2.75
RO,15062,,657
RO,15062,PIRAMAX  EC,451
RO,15063,NIMBLE,1.4
RO,15071,EVOLUTION,1
RO,15083,AUDACE,336
RO,15084,DRUM,6.5
RO,15096,GLIPHOGAN TOP CL,950
RO,15101,CIMORAM ULTRA WG,15
RO,15102,CURZATE ERRE EVO,1114
RO,15111,MIRADOR SC,67
RO,15115,,28
RO,15115,PROSPER 500 EC,135
RO,15122,ACTELLIC 50 NEWPHARM,1
RO,15130,INTREPID,3
RO,15142,,10
RO,15142,ALCANCE SYNC TEC,9361
RO,15149,COSAVET DF EDGE,240
RO,15180,PLATFORM PLUS,133
RO,15198,,316
RO,15198,AZBANY,47
RO,15199,SAKURA,1524
RO,15201,FLOXY 400 SC,28
RO,15223,PANTANI,975
RO,15229,,4025
RO,15229,STOPPER P,155
RO,15233,DALET TRIO,12
RO,15235,,2
RO,15235,MOMENTUM,20
RO,15247,STOY,305
RO,15251,AIRONE LIQUIDO,4302
RO,15253,,57
RO,15253,FALCON MK,12
RO,15264,,3
RO,15264,ENERVIN SC,1195
RO,15265,,1663
RO,15265,PROMAN FLOW,4074
RO,15265,PROMAN FLOW LT. 1,16
RO,15265,PROMAN FLOW LT. 5,15
RO,15275,DURAVIS,191
RO,15275,DURAVIS KG. 1,23
RO,15291,TURFENE PLUS,13.5
RO,15293,MAVITA 250 EC,1
RO,15294,,561
RO,15294,KENDO BI-ACTIVE,20
RO,15299,METIX R,17
RO,15302,,108
RO,15302,AMYLO-X,184
RO,15307,,46.5
RO,15311,,30
RO,15313,THIAMON FLOW,750
RO,15317,,87
RO,15317,SESTO GOLD,25
RO,15326,,3720
RO,15326,CUPROTEK DISPERSS,1400
RO,15331,ZEFIR 25 WDG,525.5
RO,15335,,96
RO,15337,,0.1
RO,15337,EXPRESS,3.2
RO,15344,,21
RO,15344,FILAN WG,17
RO,15348,RIDOMIL GOLD R LIQUIDO,1313
RO,15349,ARES 430 SC,1479
RO,15358,ZOLFO FLOW MCT,580
RO,15363,MEDEIRO 80 WG ADVANCE,180
RO,15369,MAGMA TRIPLE,29
RO,15375,NIC 4,1
RO,15378,,72
RO,15378,TRAXOS PRONTO 60,1259
RO,15378,TRAXOS PRONTO 60 LT. 1,7
RO,15379,,24.75
RO,15379,AXIAL PRONTO 60,207
RO,15384,,75
RO,15384,LUNA EXPERIENCE,220
RO,15389,,1770
RO,15398,KAMIKAZE,157
RO,15401,TAIFUN MK CL,41371
RO,15402,,72
RO,15402,DELTASAP,111
RO,15409,SUPER DELTA,1
RO,15410,DECA,515
RO,15411,DISHA,2
RO,15419,ELECTIS R FLOW,30
RO,15422,,3.42
RO,15422,TITUS DUO,12.78
RO,15433,ATLAS,4
RO,15438,SANMITE 10 SC,4
RO,15449,CIDELY,9
RO,15483,WISH,175
RO,15491,SWORD UP,203.5
RO,15493,SIMUN 40 OD,25
RO,15501,,2
RO,15501,QUIZ,511
RO,15507,CREW SUPERB,113
RO,15513,OSSICLOR 35 WG GREEN,828
RO,15536,,409
RO,15536,ANTAL,108
RO,15537,DELTAGRI,36
RO,15543,,1
RO,15543,LUMACHICIDA FER PFnPE,1060.7
RO,15543,LUMACHICIDA FER PFnPE 500 gr,7
RO,15546,,4.9
RO,15546,BIATHLON 4D,556.45
RO,15546,BIATHLON 4D GR. 100,1.2
RO,15546,BIATHLON 4D GR. 350,0.7
RO,15549,PROLECTUS 50 WG,30
RO,15550,,271
RO,15550,MERLIN FLEXX XTRA,45
RO,15553,,57
RO,15553,REGALIS PLUS,67.5
RO,15563,TRAILER,4.3
RO,15563,TRAILER GR. 20,0.04
RO,15566,,74
RO,15566,VISION PLUS,548
RO,15574,KARMA 85,985
RO,15576,CLERANDA,20
RO,15583,,573
RO,15583,PIRAT,167
RO,15598,,31
RO,15598,CARPOVIRUSINE EVO 2,48
RO,15610,CYPERKILL 50 EC,88
RO,15612,,13.35
RO,15612,SEMPRA,17.1
RO,15621,BOTTO 50 EC,169
RO,15629,BADGER 45% WG,6.5
RO,15635,,775.5
RO,15635,ADENGO XTRA,4663.5
RO,15635,ADENGO XTRA LT. 5,5
RO,15635,ADENGO XTRA ML. 0.500,9.5
RO,15642,HYDRA PLUS,96
RO,15654,ACCORD,106
RO,15655,KEETON 25 WG,51
RO,15665,KEMPO SORBIE,127
RO,15668,GHIBLI 240 OD,2
RO,15680,MITHRA 40 SC,17
RO,15689,DIFENZONE,2
RO,15710,,20
RO,15710,CLINCHER ONE,20
RO,15712,,6340
RO,15712,SATELITE,100
RO,15718,,8.75
RO,15718,GRANSTAR TRIO,4.8
RO,15722,ARMICARB 85,270
RO,15724,BETTAPHAM,5
RO,15741,,70
RO,15741,AVADEX FACTOR,1610
RO,15744,REBOOT,91
RO,15748,,164
RO,15748,SYLLIT 544 SC,324
RO,15752,CIDELY TOP,87
RO,15753,PYXIDES DUO,25
RO,15769,,2662
RO,15769,MERO,70
RO,15790,,10
RO,15790,AMISTAR TOP,35
RO,15806,ONYX,15
RO,15831,VACCIPLANT,21
RO,15836,,5
RO,15836,RATRON GW,1
RO,15837,,1.5
RO,15837,RATRON GL,19.5
RO,15838,,700
RO,15838,ROUNDUP ULTRAMAX,6730
RO,15840,,24
RO,15840,MONITOR,0.13
RO,15847,MAKURI,0.75
RO,15856,AZAKA,274
RO,15859,KATANGA EXPRESS,420
RO,15868,CENTURION PRO,1387
RO,15869,,2352
RO,15869,OPTIX STAR DISPERSS,3088
RO,15870,,7
RO,15870,CLIOPHAR 600 SL,3
RO,15882,ATILLA,40
RO,15886,METAREX INOV,5
RO,15888,AZOX 25 SC,78
RO,15899,SILICOSEC,30
RO,15900,,4240
RO,15900,TRIKA EXPERT,20550
RO,15901,,8020
RO,15901,ERCOLE,25980
RO,15911,SPIROX,567
RO,15915,,47
RO,15915,STARANE HD,68
RO,15926,,2560
RO,15926,MOJANG 600,10602
RO,15948,,40
RO,15948,SINSAJO,103
RO,15961,,50
RO,15961,RETENGO NEW,530
RO,15986,VEGAS 50 WG,11.4
RO,15990,,1
RO,15990,SCIROCCO 125 EW,1
RO,16007,,1322
RO,16007,REWARD,207
RO,16023,DIMBO 480 SL,76
RO,16032,,26
RO,16033,,3
RO,16033,HEREU SC,43.5
RO,16034,DOURO 100 EC,9
RO,16037,MOJANG TX,730
RO,16038,CABRIO WG,215
RO,16041,BATTLE DELTA,23
RO,16042,TOSCANA,0.02
RO,16054,,8
RO,16054,SINSTAR,128
RO,16064,CREDIT 540,80
RO,16065,SERRATE,50.75
RO,16068,FOLDER 80 WG,561
RO,16074,GLORIAL 25 EC,465
RO,16076,,35
RO,16076,SOLIS,1716
RO,16083,STIKER FLOW,0.5
RO,16084,,5
RO,16084,BREVIS,25
RO,16085,TRIMUR,1.28
RO,16086,NEMGUARD GRANULES,560
RO,16089,BUGUIS,439.98
RO,16092,,521
RO,16092,CICLOPE,61
RO,16101,TOPAS COMBI LIQUIDO,53
RO,16104,ELECTIS TRIO WDG,19
RO,16126,FLANCO SC,0.2
RO,16131,POTTOK,20
RO,16149,,1
RO,16157,ATLANTIS FLEX,46.2
RO,16167,MARACANA,3
RO,16170,,20
RO,16170,TRICUP FLOW,261
RO,16171,,10
RO,16178,,100
RO,16179,,730
RO,16179,FOLLOW 80 WG,15
RO,16182,CLICK PRO,15
RO,16187,TANGO R PLUS,50
RO,16191,,195
RO,16191,TRIMAXX,299
RO,16197,COPPERFIELD 17 WG,72
RO,16199,CUPRORAM 35 WG BLU,2
RO,16200,,30
RO,16200,CUPRORAM 35 WG NC,2850
RO,16205,MEXIRAM IDRO 20 HI,110
RO,16208,CLEANCLASTER,280
RO,16221,,19.6
RO,16221,MADEX TOP,4.4
RO,16226,CIMOTER RAME WG,250
RO,16232,MINERVE,86
RO,16235,,85
RO,16235,KEYFOL WG,150
RO,16237,GOLBEX WG,135
RO,16242,CAPTAIN 80 WG,60
RO,16248,FERREX,2358
RO,16249,,10
RO,16249,CARDINAL 50 WG,10
RO,16251,,123
RO,16251,AFFIRM OPTI,1415
RO,16252,,60
RO,16252,AMISTAR GOLD,10
RO,16261,BELOUKHA,20
RO,16271,FRESCO,500
RO,16273,,56
RO,16273,SIVANTO PRIME,479
RO,16285,KALIMBA,268
RO,16287,SOLIGOR,1024
RO,16290,AMADEUS ULTRA,25.49
RO,16293,,17
RO,16293,PACLOT NEW,21
RO,16295,,98
RO,16296,,3
RO,16299,,2385
RO,16299,PASSAT SL,202
RO,16305,BONZI,23
RO,16312,,8
RO,16312,TOMIGAN,41
RO,16313,OMNERA LQM,192
RO,16314,,35
RO,16314,ZOXIS 250 SC,983
RO,16322,PENNY,11
RO,16323,PENDIWIN,4
RO,16325,,1208
RO,16325,EPIK SL,5221.75
RO,16335,LIETO SC,198
RO,16336,,128
RO,16336,DELAN SC,160
RO,16363,,171.8
RO,16363,SIRTAKI,1877.6
RO,16363,SIRTAKI LT. 1,6
RO,16363,SIRTAKI ML. 300,1.8
RO,16364,,1025
RO,16364,BISMARK,6311
RO,16364,BISMARK LT. 1,6
RO,16364,BISMARK LT. 5,5
RO,16369,,40
RO,16369,ORTIVA TOP SC,327
RO,16376,PROXIMO,56
RO,16379,,2005
RO,16379,PREV-AM PLUS,382
RO,16381,CALLICORE,508
RO,16384,,1628
RO,16384,ELATUS ERA,2002
RO,16385,,9.5
RO,16385,ELATUS PLUS,39.75
RO,16395,MOHICAN 500 SC,146
RO,16415,MADEX TWIN,0.9
RO,16425,,27
RO,16425,LASER 120 SC,461.5
RO,16427,SERENVA,2
RO,16433,FLINT RISO,41
RO,16438,,183
RO,16438,VELUM PRIME,107
RO,16442,,9
RO,16442,PROFILER,873
RO,16448,NEALTA,9
RO,16457,,1350
RO,16457,POLTIGLIA 20 WG GREEN,583
RO,16458,OSSICLOR 30 GREEN,20
RO,16461,,586
RO,16461,CENTURION 240 NEO,309
RO,16472,,112
RO,16472,CONVISO ONE,211
RO,16480,,144
RO,16480,3LOGY,255
RO,16481,,191.6
RO,16481,CALLISTO 480,132.3
RO,16485,,27
RO,16485,ROMULAN,70
RO,16492,,100
RO,16498,,400
RO,16498,CETUS 360 CS,460
RO,16500,TRIBAL,2.33
RO,16509,IBISCO,16
RO,16523,MISTER C,11.02
RO,16527,TELLUS WP,3
RO,16538,KITAMBA,1
RO,16548,CHECKMATE PUFFER OFM,9.25
RO,16562,,210
RO,16562,DELAN PRO,1120
RO,16563,DOROTRIN 25 EC,177.9
RO,16565,,0.7
RO,16565,EXECUTIVE GOLD,14.3
RO,16566,KUPPER 20 WG,400
RO,16570,,27
RO,16570,SENCOR 600 SC,902
RO,16572,DAKOFAKA,83.3
RO,16573,,372
RO,16573,FIGHTER,124
RO,16574,,1
RO,16575,TRIMMER 50 WG,3.02
RO,16577,,47
RO,16577,U46 COMBI DUO,27
RO,16578,MELODY COMPACT WG,7
RO,16596,SANIUM SL25 PFnPE,2.7
RO,16598,SANIUM AL PFnPE,78.4
RO,16609,,1520
RO,16609,SAVIAL FORTE,150
RO,16616,,622
RO,16616,VALLEY,2467
RO,16616,VALLEY LT. 1,12
RO,16618,COLZA POWER PFnPE,45.09
RO,16624,,18
RO,16624,LUNA CARE,696
RO,16625,MAINSPRING,2
RO,16630,NATUREN LIMEX PFnPE,408.8
RO,16632,LUNA SENSATION,2.5
RO,16640,,10
RO,16640,MAZA 4% SL,8
RO,16643,SUCCESS GR,918
RO,16654,POLYVERSUM,4.5
RO,16657,,90
RO,16657,CENTURY PRO,1435
RO,16658,,170
RO,16658,DAGONIS,1148
RO,16660,ACTLET C,20
RO,16663,ACTLET F,612
RO,16667,,402
RO,16667,REVOLUTION,649
RO,16690,,152
RO,16690,KESTREL,1021.75
RO,16694,CHANON,305
RO,16699,,7.5
RO,16699,RIMURON,7.2
RO,16701,,3
RO,16701,PLAZA,19.7
RO,16734,T34 BIOCONTROL,3
RO,16735,LOBETEC,0.04
RO,16742,NEMGUARD SC,31
RO,16751,REQUIEM prime,5
RO,16753,MERPLUS,36
RO,16761,DELMUR,12
RO,16769,VERIMARK,35.5
RO,16772,,135
RO,16774,ISOMATE C LR MAX TT,1.23
RO,16776,,846.58
RO,16776,ASSET FIVE,561.75
RO,16779,TONALE,86
RO,16780,,400
RO,16780,SERENADE ASO,135
RO,16783,,1562
RO,16783,NICARAGUA,141
RO,16784,CUPROBEL TRI,10
RO,16787,,8
RO,16787,CLINIC ST,4647
RO,16792,PROFILE PLUS,5.5
RO,16796,JOICE 55 D,1077
RO,16797,DEMETRINA 25 EC,232
RO,16802,,273
RO,16802,ZYPAR,6050
RO,16802,ZYPAR LT. 1,21
RO,16802,ZYPAR LT. 3,3
RO,16808,NEXT,4
RO,16813,,14.9
RO,16818,,31
RO,16818,FLUAZINOVA PLUS,404
RO,16819,,12
RO,16827,MAISOT,1
RO,16828,MAKURI MAX,61.5
RO,16831,GLIFENE BIOGRADE,11840
RO,16832,,89
RO,16833,PANTOX 360 SUPER,9733
RO,16835,RAVANE PLUS 100 CS,32
RO,16836,,640
RO,16841,,20
RO,16846,VESTICOR,36.9
RO,16849,STONIC,4
RO,16857,SHORTTRACK,34
RO,16858,KENJA,16
RO,16867,GLISTER STAR,33
RO,16868,,330.5
RO,16868,PACIFICA XPERT,11
RO,16879,ACARIDOIL 13SL,7
RO,16882,,263
RO,16882,PROPULSE,1067
RO,16886,,52
RO,16886,CLOSER,179.25
RO,16891,CAPRENO,9
RO,16892,NEXY,0.23
RO,16895,ZORVEC ENICADE,7.65
RO,16896,ZORVEC ZELAVIN,0.6
RO,16897,KATOUN GOLD,10
RO,16902,AVIATOR XPRO,397
RO,16904,KIDEKA 100 SC,308
RO,16906,GHIBLI PLUS,611
RO,16925,WISH TOP,14
RO,16945,,21.8
RO,16945,SERCADIS,56.6
RO,16946,DARAMUN,415
RO,16950,MANAMID 100 SC,22
RO,16957,ZORVEC VINABRIA,1391
RO,16958,PROLIANT,5.1
RO,16960,ACTLET EVO,15
RO,16963,AVENOX 240,370.5
RO,16968,,45
RO,16968,PENDINOVA,5
RO,16974,GALLUP 360-K,730
RO,16976,,275
RO,16976,VITIKAPPA,650
RO,16988,,540
RO,16988,NAIF,5080
RO,16994,GRIMS DUO,88
RO,17003,PRIAXOR,781
RO,17005,CLOMATE,148
RO,17006,MONCUT,230
RO,17008,LALGUARD M52 OD,85
RO,17009,GLIFOCHEM,1500
RO,17026,,570
RO,17038,TUAREG NEW,5341
RO,17049,VOYAGER,25
RO,17058,ROMEO,49
RO,17066,,13
RO,17066,PRAXIM,331
RO,17075,MOVIDA,13.07
RO,17076,,105
RO,17076,GAZELLE,559
RO,17079,,1570
RO,17079,FORCE EVO,4720
RO,17081,CUPROSSIL IDRO NEW 20 WG,164
RO,17112,DIFCOR,87
RO,17113,MIKAL F,21
RO,17115,,979
RO,17115,ZETROLA,3138
RO,17116,,1203
RO,17116,ACTIVUS ME,2247
RO,17116,ACTIVUS ME LT. 1,18
RO,17116,ACTIVUS ME LT. 5,25
RO,17121,ATLANTIS ACTIV,7.3
RO,17122,IDROX 25 WG,30
RO,17128,JURA EC,10
RO,17149,,40
RO,17149,AZ 250 SC,44
RO,17165,,934
RO,17165,WASAN,104
RO,17168,VERDRAM TRI HI BIO,380
RO,17170,BELKAP EXTRA,40
RO,17178,,1453
RO,17178,TOTAL GREEN L,1641
RO,17193,MAZICA,28.16
RO,17203,PETANCK SC,45
RO,17204,,120
RO,17205,CIDIAL,19
RO,17209,,23
RO,17209,DAVAI,1190
RO,17209,DAVAI LT. 1,4
RO,17212,ISERAN,1127
RO,17217,ARMICARB SPRAY PFnPE,63.75
RO,17226,CHECKMATE PUFFER FRUIT MULTI,26.85
RO,17234,MAYA 70 WG,25
RO,17248,ZORVEC VINABEL,12
RO,17254,SIAGRAN ULTRA,19.4
RO,17255,CHAMANE,85
RO,17261,POKER GEO,5020
RO,17266,DELTAKILL EC,22
RO,17268,,28
RO,17268,KUKI 70,140
RO,17270,,1510
RO,17270,ASCRA XPRO,1322
RO,17275,IPANEMA,387
RO,17275,NOTO CLASS,100
RO,17278,KIDEKA,414
RO,17278,KIDEKA LT. 1,3
RO,17280,AVERT WG,6
RO,17281,PETALIN,181
RO,17284,RODEO PLUS,6700
RO,17284,RODEO PLUS LT. 20,100
RO,17284,RODEO PLUS LT. 5,35
RO,17293,DIAGONAL,1667
RO,17293,DIAGONAL LT. 1,28
RO,17293,DIAGONAL LT. 5,10
RO,17294,,111
RO,17294,ZORVEC EPICALTRIN,4.5
RO,17296,TARLYS,24
RO,17304,KAN-DOO,743
RO,17313,,17
RO,17319,,5
RO,17319,FOXPRO,2
RO,17320,SENIOR 75 WG,605
RO,17325,BUTIK,22
RO,17327,SHERPA 0.8 MG,1988
RO,17340,,3
RO,17340,APHOX 50,30
RO,17346,EXOSET 240 EC,2161
RO,17358,BLAISE ULTRA,1932
RO,17360,,20
RO,17360,MAGO,2577
RO,17366,,18
RO,17366,LOYANT 25 Neo EC,138
RO,17369,,181
RO,17369,ECOMIX,1487
RO,17369,ECOMIX LT. 1,10
RO,17371,,330
RO,17371,FLARE GOLD R LIQUIDO,60
RO,17373,CYCLO MAX SC,40
RO,17377,REFINE SX,49.13
RO,17377,REFINE SX GR. 10,0.06
RO,17378,GACHINKO,24.3
RO,17387,WARDEN C,43
RO,17389,SHARK PF,20.5
RO,17396,ORASO PRO,777
RO,17398,,960
RO,17398,DOMITREL 400 CS,20
RO,17407,WINTECH,1043
RO,17411,,356
RO,17411,ATONIK,4
RO,17421,AGRIZOLE 250,90
RO,17422,,2543
RO,17422,ENVITA SC,752
RO,17427,,30
RO,17432,,45
RO,17432,AGHARTA,19
RO,17435,,192
RO,17435,RIDOMIL GOLD COMBI WG,276
RO,17438,DRIBBLING EC,36
RO,17443,MICROSAP CU PLUS,8
RO,17451,TEKKEN,1021
RO,17452,TARCAN,89
RO,17454,,573
RO,17454,ENCARIT,501
RO,17455,PALIO,209.5
RO,17461,,184
RO,17462,ORONDIS VEG,12
RO,17469,,1.85
RO,17469,TAEGRO,18.13
RO,17470,LIMOCIDE,30
RO,17471,,335
RO,17471,ORDEXO,6
RO,17472,,10
RO,17472,JADE,3856
RO,17475,RODAL 240,4.5
RO,17496,,682
RO,17496,OPTIMO WG,7
RO,17497,CALDERA,400
RO,17498,PULSAR EVO,15
RO,17503,BORDOLESE 20,1380
RO,17506,HOUSTON,0.5
RO,17512,DELTATHRIN,96
RO,17529,MEDOR 70 WDG,2
RO,17532,CONTENDER PLUS,12
RO,17544,KABUL,213
RO,17586,,561
RO,17586,AXIAL ONE,1100
RO,17598,,44.96
RO,17598,AFINTO,90.06
RO,17600,INPUL,2.5
RO,17601,ANDROMEDA,46
RO,17611,POTCLEAN ULTRA 1G,21
RO,17612,,69.75
RO,17612,RABONA,69.75
RO,17615,WARDEN EVO,39
RO,17631,GRIFON EXTRA,100
RO,17633,TROLLER 50 SC,1.5
RO,17634,,1527
RO,17634,FRAXION,9
RO,17651,,335
RO,17651,METAREX ONE,1350
RO,17655,,350
RO,17655,EARLEX,12
RO,17656,,9
RO,17656,BIOVIS,1
RO,17661,PRESTIGAN EKO,25
RO,17665,PYRUS PRO,65
RO,17666,,135
RO,17666,PROSARO PLUS,4368
RO,17666,PROSARO PLUS LT. 1,8
RO,17666,PROSARO PLUS LT. 5,15
RO,17671,,16
RO,17671,VENZAR SC,118
RO,17675,TUTATEC,0.01
RO,17680,GALILEO,333
RO,17682,CASINO ROYALE,6
RO,17687,ELTIRA,350
RO,17693,,20
RO,17693,HATTRICK 30 WG,110
RO,17697,SUPRACAFFARO FLOW,133
RO,17698,ASSORAM ELITE 20 WDG,310
RO,17709,MIDAURIL R FLOW,102
RO,17726,,33.3
RO,17726,REXXAR,5.6
RO,17730,CLIVIS MICRO,120
RO,17736,,1060
RO,17737,KIPE 50 SL,45
RO,17743,SHALLOW,532
RO,17744,CHOUCAS,9
RO,17745,PREDILECTO,217
RO,17746,,71
RO,17746,CLEMATIS,20
RO,17746,CLEMATIS LT. 1,3
RO,17749,DRONE,97
RO,17751,PRAKTIS,362
RO,17752,,120
RO,17752,STAVENTO,387
RO,17754,,48
RO,17754,REVYCARE,5854
RO,17754,REVYCARE LT. 1,4
RO,17760,,50.16
RO,17760,NIRVANA,196.12
RO,17766,ENERVIN SYSTEM,481
RO,17781,EUSKATEL,1149
RO,17785,,314
RO,17785,ZORVEC ENTECTA,69.5
RO,17798,BOX,12
RO,17803,,93
RO,17807,PARLEAF,406
RO,17807,"PARLEAF LT. 2,5",5
RO,17812,,15.4
RO,17813,NYMEO,555
RO,17820,,90
RO,17824,,107
RO,17824,MIRADOR TURBO,168
RO,17826,,8
RO,17826,DOMARK 125 PLUS,12
RO,17834,CELADA LB 400,7.96
RO,17840,,25
RO,17840,OLIOCIN PLUS,25
RO,17863,AFFLANK,1680
RO,17865,,105
RO,17865,RIAMBA,12
RO,17870,GEISER,877.59
RO,17870,GEISER EC ML. 630,16.38
RO,17880,,140
RO,17880,AZULEO,9
RO,17888,,11
RO,17888,VOLIAM,182.24
RO,17889,SIMPLY,30
RO,17890,GEATER MAXI,4740
RO,17894,TRIKA ENERGY,300
RO,17896,FORTUNE DISPERSS,12285
RO,17913,,1986
RO,17917,,25
RO,17918,CORELLO 75 WG,24
RO,17920,,44
RO,17920,GHIBLI TM,224
RO,17921,,2375
RO,17921,BALAYA,95
RO,17922,,48
RO,17924,STRALE 250 EC,710
RO,17932,,585
RO,17932,ORO-QUIN,540
RO,17938,,544
RO,17938,CLINIC TF,35
RO,17943,,36.47
RO,17943,RINPODE BV,27.12
RO,17944,HOKONZA,157
RO,17945,LUMEO,124.2
RO,17946,,545
RO,17946,PEXET DUO,12
RO,17949,,25
RO,17951,,12
RO,17951,AUDACE SC,1246.05
RO,17952,PLANTIVAX SL,239
RO,17955,MAGANIC,379
RO,17963,TIOVIT 800 L,10
RO,17971,FUSILADE FORTE,50
RO,17976,MESOCORE 100 SC,171
RO,17979,VELIFER,10
RO,17980,TUTA PRO PRESS,2
RO,17999,BIOMAGNET ORO,0
RO,18003,CUNEB,40
RO,18011,OIZYSA 480 SL,517
RO,18022,,2923
RO,18022,PROLINE PLUS,964
RO,18044,PATTON FLEX,1146
RO,18067,MAXENTIS,786
RO,18070,,985
RO,18070,JANERO 480 SL,111
RO,18072,,486
RO,18072,SONAVIO,268
RO,18074,,9713
RO,18074,ROUNDUP FUTURE,31103
RO,18074,ROUNDUP FUTURE LT. 15,45
RO,18076,FLAME DUO,38.52
RO,18081,,1211
RO,18081,DIFECOL,330
RO,18082,SERCADIS SC,159.7
RO,18083,LIRONAS,695
RO,18084,,13065
RO,18084,SITRIN,100
RO,18092,,294
RO,18092,REVYSTAR XL,760
RO,18103,PALATOR,5
RO,18108,GLIALKA PLUS,2430
RO,18109,,125
RO,18109,KASKO MET,409
RO,18119,,160
RO,18119,SINALA,115
RO,18121,MIKAL PREMIUM,48
RO,18125,ALLSTAR,38.5
RO,18129,METSO,60
RO,18131,MONTANA 450,900
RO,18133,TACOS,20
RO,18134,DOMARK CEREALI,860
RO,18137,,196
RO,18137,REVYSION,1318
RO,18138,,20
RO,18138,REVYONA,10
RO,18139,IRONITE PFNPE,80
RO,18143,QUESTAR,2520
RO,18147,AUDACE EC,111
RO,18148,BUGGY GOLD,8520
RO,18149,EXITUL,97
RO,18152,,1800
RO,18152,NAVIGATOR,55
RO,18153,ERADICOAT MAX,10
RO,18155,REVYSTAR,30
RO,18159,,10
RO,18163,PRETIL,149
RO,18176,EDAPTIS,54
RO,18181,,770
RO,18181,UNIVOQ,4845
RO,18190,MODIF,68
RO,18206,,416.8
RO,18213,BACILLUS CHEMIA PFnPE,7.15
RO,18216,VITIKAPPA PFnPE,25.8
RO,18222,FERRAMOL PFnPE,555.5
RO,18222,FERRAMOL PFnPE esca lumachicida,93.5
RO,18223,NATRIA LUMACHICIDA PFnPE,18.5
RO,18224,SAPULI',1275
RO,18225,SIMPELL,93
RO,18229,BAC MK PFnPE,4.8
