TIPO,PAIS,NOME,URL,PARA_QUE_SERVE,QUEM_VIU,ONDE_VIU,NOTA
BASE_OFICIAL,IT,regione.veneto.it — Bollettini fitosanitari - Regione del Veneto,https://www.regione.veneto.it/web/fitosanitario/bollettini-fitosanitari,"avisa praga e doenca · mede tempo, agua ou solo · diz o que se planta e quanto sai · diz o que esta autorizado · publica ensaio e pesquisa (territorio citado: LAZIO;VENETO) — alimenta T3;T4","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://arpa.marche.it/comunicazione/link-arpa | https://consorziopiave.it/ | https://consorziopiave.it/author/fku7r/,CANDIDATA classe A em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=VENETO (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,storiaagricoltura.it — Home Page - Rivista di Storia dell'agricoltura,https://www.storiaagricoltura.it/,diz o que se planta e quanto sai · publica ensaio e pesquisa (territorio citado: LAZIO;TOSCANA) — alimenta T1;T5,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://georgofili.it/ | https://georgofili.it/contenuti/notiziario-accademia/620 | https://georgofili.it/contenuti/osa/8247 | https://georgofili.it/elenco-articoli-in-anteprima,"CANDIDATA classe B em 2026-09-14; proximidade=NEAR_PRIMARY; recorrencia=MEDIUM; regiao=LAZIO;TOSCANA (TEXTO_DA_PAGINA (2 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [UNIVERSIDADE;SOCIEDADE_CIENTIFICA;MIDIA_TECNICA], e deteccao por"
BASE_OFICIAL,IT,regione.puglia.it — Home page - Regione Puglia,https://www.regione.puglia.it/,"mostra a politica agricola — em riso, pero (territorio citado: LAZIO;PIEMONTE;PUGLIA) — alimenta T12","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://agrilevante.eu/ | https://arpa.marche.it/comunicazione/link-arpa | https://www.agrilevante.eu/ | https://www.agrilevante.eu/it/Agrilevante-2025-i-dati-finali/n355,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=LAZIO;PIEMONTE;PUGLIA (TEXTO_DA_PAGINA (3 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica
IMPRENSA,IT,flornewsliguria.it — Flornews Liguria – Le notizie dal mondo della floricoltura ligure,https://www.flornewsliguria.it/,"avisa praga e doenca · mede tempo, agua ou solo · diz o que se planta e quanto sai · anuncia evento tecnico — em floricoltura (territorio citado: LIGURIA) — alimenta T3;T2;T7;T8","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://sia.regione.liguria.it/ | https://sia.regione.liguria.it/index.php/agricoltura-sociale/ | https://sia.regione.liguria.it/index.php/bollettino-agrometeo-liguria/,CANDIDATA classe A em 2026-09-14; proximidade=NEAR_PRIMARY; recorrencia=HIGH; regiao=LIGURIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,federbioservizi.it — Il luogo dove nasce e si forma il biologico < FederBio Servizi,https://federbioservizi.it/servizi/corsi-accademiabio/,NAO SEI — a pagina nao mostrou (territorio citado: EMILIA-ROMAGNA),"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://feder.bio/come-associarsi/ | https://feder.bio/i-nostri-partner/ | https://feder.bio/i-soci-di-federbio/ | https://feder.bio/i-soci-di-federbio/soci-operatori-dei-servizi-mezzi-tecnici-tecnici-ricercatori/,"CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=LOW; regiao=EMILIA-ROMAGNA (TEXTO_DA_PAGINA (uma regiao citada)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [UNIVERSIDADE;CENTRO_PESQUISA;SOCIEDADE_CIENTIFICA], e deteccao por pala"
OUTRO,IT,federbioservizi.it — Federbio Servizi per la filiera del biologico < FederBio Servizi,https://federbioservizi.it/,diz o que se planta e quanto sai (territorio citado: EMILIA-ROMAGNA;LAZIO;PIEMONTE;UMBRIA) — alimenta T1,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://feder.bio/come-associarsi/ | https://feder.bio/i-nostri-partner/ | https://feder.bio/i-soci-di-federbio/ | https://feder.bio/i-soci-di-federbio/soci-operatori-dei-servizi-mezzi-tecnici-tecnici-ricercatori/,CANDIDATA classe B em 2026-09-14; proximidade=NEAR_PRIMARY; recorrencia=LOW; regiao=EMILIA-ROMAGNA;LAZIO;PIEMONTE;UMBRIA (TEXTO_DA_PAGINA (4 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [COOPERATIVA_OP;SOCIEDADE_CIENTIFICA;MIDIA_TE
OUTRO,IT,mensebio.it — Un piatto BIO per un servizio LOGICO - Sportello Mense Bio,https://mensebio.it/,acompanha preco e mercado (territorio citado: EMILIA-ROMAGNA;LAZIO;PIEMONTE) — alimenta T10,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://feder.bio/come-associarsi/ | https://feder.bio/i-nostri-partner/ | https://feder.bio/i-soci-di-federbio/ | https://feder.bio/i-soci-di-federbio/soci-operatori-dei-servizi-mezzi-tecnici-tecnici-ricercatori/,"CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=EMILIA-ROMAGNA;LAZIO;PIEMONTE (TEXTO_DA_PAGINA (3 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [COOPERATIVA_OP;ASSOCIACAO_AGRICOLA;ESTADO_NACIONAL], e "
OUTRO,IT,agritechcenter.it — Agritech Center - Ricerca e Innovazione per l'agricoltura sostenibile,https://agritechcenter.it/,avisa praga e doenca · diz o que se planta e quanto sai · publica ensaio e pesquisa (territorio citado: CAMPANIA;PUGLIA) — alimenta T3;T1;T5,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://di4a.uniud.it/ | https://di4a.uniud.it/it/didattica/dottorati-di-ricerca | https://di4a.uniud.it/it/manual-links/menu/didattica | https://di4a.uniud.it/it/manual-links/menu/dipartimento,"CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=CAMPANIA;PUGLIA (TEXTO_DA_PAGINA (2 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [REGIONE;CENTRO_PESQUISA;SOCIEDADE_CIENTIFICA;CAMARA_COMERCIO], e dete"
BASE_OFICIAL,IT,irea.cnr.it — CNR IREA,https://www.irea.cnr.it/,avisa praga e doenca · diz o que se planta e quanto sai · publica ensaio e pesquisa · anuncia evento tecnico · mostra a politica agricola — em riso (territorio citado: CAMPANIA;LAZIO;LOMBARDIA;PUGLIA;SICILIA) — alimenta T2;T5,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | WebSearch (busca por palavra) | WebSearch (busca por palavra) | WebSearch (busca por palavra),CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=CAMPANIA;LAZIO;LOMBARDIA;PUGLIA;SICILIA (TEXTO_DA_PAGINA (5 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica
BASE_OFICIAL,IT,mase.gov.it — Home - Ministero dell'Ambiente e della Sicurezza energetica,https://www.mase.gov.it/portale/home,avisa praga e doenca · diz o que se planta e quanto sai · mostra a politica agricola — em riso (territorio citado: LAZIO) — alimenta T4;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://arpamolise.it/ | https://www.arpa.umbria.it/pagine/dati-ambientali | https://www.arpab.it/arpab/servizi-ambientali/impianti-aia/ | https://www.arpamolise.it/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,aiabservizi.it — AIAB Servizi,https://www.aiabservizi.it/,avisa praga e doenca · diz o que se planta e quanto sai · publica ensaio e pesquisa · acompanha preco e mercado · mostra a politica agricola — em riso (territorio citado: CALABRIA;LAZIO;UMBRIA) — alimenta T7;T4,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://aiab.it/ | https://aiab.it/news/ | https://aiab.it/ngt-il-parlamento-europeo-ha-votato-la-deregolamentazione/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=CALABRIA;LAZIO;UMBRIA (TEXTO_DA_PAGINA (3 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [AGENZIA_REGIONALE;CENTRO_PESQUISA;COOPERATIVA_OP;ASSOCIACAO_A
ORGANIZACAO,IT,unapol.fcs.it — UNAPOL,http://unapol.fcs.it/,"avisa praga e doenca · diz o que se planta e quanto sai — em olivo, riso, pomodoro, pero — alimenta T1;T7","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://olivonews.it/category/aipo/ | https://olivonews.it/category/associazioni/ | https://olivonews.it/category/attualita/ | https://olivonews.it/category/bollettino-olivicolo/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=ITALIA (TEXTO_DA_PAGINA (13 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica
ORGANIZACAO,IT,origin-italia.it — Origin Italia,https://www.origin-italia.it/,diz o que se planta e quanto sai — em olivo (territorio citado: EMILIA-ROMAGNA;FRIULI-VENEZIA GIULIA;LAZIO;SICILIA;UMBRIA) — alimenta T10;T4,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://tutelaaranciarossa.it/ | https://www.tutelaaranciarossa.it/arancia-rossa-di-sicilia-igp-il-consorzio-approva-il-bilancio-chiuso-in-positivo/ | https://www.tutelaaranciarossa.it/con,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
IMPRENSA,OUTRO,olioofficina.it — Libri,https://www.olioofficina.it/libri.htm,"diz o que se planta e quanto sai · publica ensaio e pesquisa · mostra a politica agricola — em olivo, riso, pero — alimenta T10;T8","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://olioofficina.it/ | https://www.olioofficina.it/ | https://www.olioofficina.it/culture/saperi/neuromarketing-e-social-media-a-milano-il-primo-corso-della-food-officina-academy-12841.htm | https://www.olioofficina.,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=LOW; regiao=ITALIA (TEXTO_DA_PAGINA (8 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica
BASE_OFICIAL,IT,arsacweb.it — Notizie - ARSAC Servizi in Agricoltura Calabria,https://www.arsacweb.it/news/,"avisa praga e doenca · mede tempo, agua ou solo · diz o que se planta e quanto sai · publica ensaio e pesquisa — em olivo, ortaggi, pero, agrumi (territorio citado: CALABRIA;FRIULI-VENEZIA GIULIA;LAZIO) — alimenta T3;T2","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://arsac.calabria.it/ | https://arsac.calabria.it/bollettino-agrometeorologico-e-fitosanitario-agrumi-olivo-vite-e-kiwi-valido-fino-a-giorno-8-settembre-2026/ | https://arsac.calabria,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=CALABRIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,aipoverona.it — Home - Associazione Interregionale Produttori Olivicoli,http://www.aipoverona.it/,"avisa praga e doenca · mede tempo, agua ou solo · diz o que se planta e quanto sai · publica ensaio e pesquisa · esta ao lado de quem aplica · acompanha preco e mercado · anuncia evento tecnico · mostra a politica agricola — em olivo, riso, frutta, melo — alimenta T3;T7","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://olivonews.it/category/aipo/ | https://olivonews.it/category/associazioni/ | https://olivonews.it/category/attualita/ | https://olivonews.it/category/bollettino-olivicolo/,CANDIDATA classe A em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=ITALIA (TEXTO_DA_PAGINA (9 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [AGENZIA_REGIONALE;REGIONE;UNIVERSIDADE;CENTRO_PESQUISA;CONS
BASE_OFICIAL,IT,regione.molise.it — Regione Molise - Bollettini - Comunicati fitosanitari -,https://www.regione.molise.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/16188,avisa praga e doenca (territorio citado: LAZIO;LIGURIA;MOLISE;SICILIA) — alimenta T3,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://arpamolise.it/ | https://www.arpamolise.it/ | https://www.arpamolise.it/WP/archivio-news//,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=LAZIO;LIGURIA;MOLISE;SICILIA (TEXTO_DA_PAGINA (4 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica
BASE_OFICIAL,IT,mase.gov.it — Piano d’Azione Nazionale (PAN) per l’uso sostenibile dei prodotti fitosanitari -,https://www.mase.gov.it/portale/web/guest/pan-prodotti-fitosanitari,avisa praga e doenca · diz o que se planta e quanto sai · diz o que esta autorizado · mostra o que o concorrente comunica · mostra a politica agricola — em riso (territorio citado: LAZIO;SICILIA) — alimenta T4;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://agricoltura.regione.emilia-romagna.it/fitosanitario/difesa-sostenibile/uso-sostenibile | https://italmopa.com/link-utili/ | https://www.agenzialaore.it/servizi/abilitazioneprodottifitosanitari/ | https://www.arpa,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,venetorurale.it — Veneto Rurale | Regione Veneto - Programma di Sviluppo Rurale,https://venetorurale.it/,publica ensaio e pesquisa · anuncia evento tecnico · mostra a politica agricola — em riso (territorio citado: PIEMONTE;VENETO) — alimenta T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://www.regione.veneto.it/web/agricoltura-e-foreste | https://www.regione.veneto.it/web/agricoltura-e-foreste/dettaglio-news?articleId=14345663 | https://www.regione.veneto.it/web/agricoltura-e-foreste/dettaglio-news,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=VENETO (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [REGIONE;CENTRO_PESQUISA;ASSOCIACAO_AGRICOLA;MIDIA_TECNICA;ESTADO_N
BASE_OFICIAL,IT,avepa.it — Investimenti vino - AVEPA,https://www.avepa.it/servizi/settori/aiuti-e-contributi/ocm/vitivinicolo/investimenti-vino,"diz o que se planta e quanto sai · publica ensaio e pesquisa · mostra a politica agricola — em vite, riso — alimenta T12;T1","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://www.regione.veneto.it/web/agricoltura-e-foreste | https://www.regione.veneto.it/web/agricoltura-e-foreste/dettaglio-news?articleId=14345663 | https://www.regione.veneto.it/web/agricoltura-e-foreste/dettaglio-news,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=VENETO (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
BASE_OFICIAL,IT,istat.it — acqua – Istat,https://www.istat.it/tag/acqua/,diz o que se planta e quanto sai · publica ensaio e pesquisa · acompanha preco e mercado · mostra a politica agricola — em riso (territorio citado: BASILICATA;LAZIO;UMBRIA) — alimenta T1;T5;T10;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://italmopa.com/link-utili/ | https://www.arpa.puglia.it/pagina36_link-utili.html | https://www.crea.gov.it/ | https://www.freshplaza.it/article/9870182/vendite-al-dettaglio-in-calo-sia-in-valore-sia-in-volume/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=BASILICATA;LAZIO;UMBRIA (TEXTO_DA_PAGINA (3 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica
CIENCIA,IT,ires.piemonte.it — Istituto di Ricerche Economico Sociali del Piemonte – Istituto di ricerca che sv,https://www.ires.piemonte.it/,diz o que se planta e quanto sai · publica ensaio e pesquisa · esta ao lado de quem aplica (territorio citado: LAZIO;PIEMONTE;PUGLIA) — alimenta T3;T10,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | WebSearch (busca por palavra) | https://arpa.marche.it/comunicazione/link-arpa | https://disste.uniupo.it/it/servizi,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=PIEMONTE (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,firab.it — FIRAB - Fondazione Italiana per la Ricerca in Agricoltura Biologica e Biodinamic,https://www.firab.it/,"diz o que se planta e quanto sai · publica ensaio e pesquisa — em cereali, ortaggi (territorio citado: BASILICATA;LAZIO;MARCHE;SICILIA) — alimenta T5;T12","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://aiab.it/ngt-il-parlamento-europeo-ha-votato-la-deregolamentazione/ | https://aiab.it/nuovo-marchio-del-bio-italiano-ci-auguriamo-che-sia-un-nuovo-strumento-di-crescita-bisogna-inve,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [CENTRO_PESQUISA;COOPERATIVA_OP;ASSOCIACAO_AGRICOLA;ESTADO_NACION
OUTRO,IT,aubac.it — Autorità del bacino distrettuale dell'Appennino Centrale,https://aubac.it/,avisa praga e doenca · diz o que se planta e quanto sai · publica ensaio e pesquisa — em riso — alimenta T3;T1;T5,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://arpamolise.it/ | https://www.arpamolise.it/ | https://www.arpamolise.it/WP/archivio-news// | https://www.arpamolise.it/WP/category/news/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=ITALIA (TEXTO_DA_PAGINA (6 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [CENTRO_PESQUISA;CONSORZIO_BONIFICA;COOPERATIVA_OP;ASSOCIA
OUTRO,IT,elions.polito.it — WAPPFRUIT 2.0 – eLiONS,https://elions.polito.it/home/projects-and-technology-transfer/wappfruit-2-0/,"avisa praga e doenca · mede tempo, agua ou solo · diz o que se planta e quanto sai · publica ensaio e pesquisa · mostra a voz do produtor · mostra a politica agricola — em riso, frutta, melo, nocciolo (territorio citado: LAZIO;PIEMONTE;UMBRIA) — alimenta T5;T7","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://agrion.it/ | https://www.agrion.it/ | https://www.agrion.it/cambiamenti-climatici-crisi-idrica-la-risposta-dalla-sperimentazione-applicata/ | https://www.agrion.it/partner-e-collaborazioni/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=PIEMONTE (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [AGENZIA_REGIONALE;UNIVERSIDADE;CONSORZIO_BONIFICA;ASSOCIACAO_A
IMPRENSA,IT,"vigneviniequalita.edagricole.it — VVQ vigne, vini e qualità",https://vigneviniequalita.edagricole.it/,"avisa praga e doenca · diz o que se planta e quanto sai — em vite, cereali, frumento duro, mais — alimenta T1;T3;T10","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://fieragricola.it/ | https://www.fieragricola.it/ | https://www.macfrut.com/all_news,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=ITALIA (TEXTO_DA_PAGINA (11 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica
ORGANIZACAO,IT,consorziocer.it — Razionalizzazione dei sistemi irrigui sulle colture arboree in risposta ai cambi,https://www.consorziocer.it/progetti/razionalizzazione-dei-sistemi-irrigui-sulle-colture-arboree-in-risposta-ai-cambiamenti-climatici-2/,"avisa praga e doenca · mede tempo, agua ou solo · diz o que se planta e quanto sai · publica ensaio e pesquisa · esta ao lado de quem aplica — em riso, frutta, melo, pero (territorio citado: EMILIA-ROMAGNA;LAZIO) — alimenta T2;T1;T5","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://fondazionenavarra.it/ | https://www.fondazionenavarra.it/agrivoltaico-2/ | https://www.fondazionenavarra.it/atti-del-convegno-ricerca-e-sviluppo-di-nuove-tecniche-di-gestione-difesa-e-post-raccolta-del-pero/ | ht,CANDIDATA classe A em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=EMILIA-ROMAGNA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
CIENCIA,IT,"disafa.unito.it — Homepage - Dipartimento di Scienze Agrarie, Forestali e Alimentari - DISAFA - Un",https://www.disafa.unito.it/do/home.pl,"avisa praga e doenca · diz o que se planta e quanto sai · diz o que esta autorizado · publica ensaio e pesquisa · esta ao lado de quem aplica · mostra o que o concorrente comunica — em melo, pero (territorio citado: PIEMONTE;SICILIA) — alimenta T5;T6;T3","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://agricoltura.regione.emilia-romagna.it/fitosanitario/difesa-sostenibile/uso-sostenibile | https://agrofarma.federchimica.it/progetti/formazione | https://www.agrion.it/partner-e-col,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=PIEMONTE;SICILIA (TEXTO_DA_PAGINA (2 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,agriligurianet.it — Vigneti eroici e storici - Agriligurianet,https://www.agriligurianet.it/it/impresa/modulistica/settore-vitivinicolo/vigneti-eroici-storici.html,"avisa praga e doenca · mede tempo, agua ou solo · diz o que se planta e quanto sai · publica ensaio e pesquisa · mostra a politica agricola — em vite, olivo, pero (territorio citado: LAZIO;LIGURIA;SICILIA) — alimenta T1;T7","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://distav.unige.it/intermediazione | https://sia.regione.liguria.it/ | https://www.agrometeorologia.it/link/ | https://www.cersaa.it/bollettini-caar/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=LIGURIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [SERVIZIO_FITOSANITARIO;AGENZIA_REGIONALE;REGIONE;UNIVERSIDADE;MID
ORGANIZACAO,IT,lamma.toscana.it — Il Meteo in Toscana | Consorzio LaMMA,https://www.lamma.toscana.it/,"avisa praga e doenca · mede tempo, agua ou solo · publica ensaio e pesquisa · esta ao lado de quem aplica (territorio citado: LAZIO;TOSCANA) — alimenta T2","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | WebSearch (busca por palavra) | https://arpa.marche.it/comunicazione/link-arpa | https://ciatoscana.eu/,CANDIDATA classe A em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=TOSCANA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,OUTRO,legacoop.coop — Legacoop Nazionale,https://www.legacoop.coop/,diz o que se planta e quanto sai · mostra a voz do produtor · anuncia evento tecnico · mostra a politica agricola — em riso (territorio citado: LAZIO;LOMBARDIA;PUGLIA;SICILIA) — alimenta T1;T8;T11;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://legacoopagroalimentare.coop/ | https://terretruria.it/ | https://www.alleanzacooperative.it/uffici-studi | https://www.terretruria.it/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=LAZIO;LOMBARDIA;PUGLIA;SICILIA (TEXTO_DA_PAGINA (4 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [CENTRO_PESQUISA;COOPERATIVA_OP;ASSOCIACAO_AGRICOLA;ORD
CIENCIA,IT,phen-italy.it — Phen Italy | The Italian Plant Phenotyping Network Phen-Italy,https://www.phen-italy.it/,"mostra a politica agricola — em cereali, riso — alimenta T12","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://dafnae.unipd.it/ricerca/linee-di-ricerca/centri-di-ricerca-collegati | https://isafom.cnr.it/ | https://www.dafnae.unipd.it/ricerca/linee-di-ricerca/centri-di-ricerca-collegati | https://www.isafom.cnr.it/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=ITALIA (TEXTO_DA_PAGINA (6 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica
