SOURCE_ID,SOURCE_NAME,TERRITORY,ROTAS_PROVADAS,MIME,ROTA_EXEMPLO,BYTES_GUARDADOS_EM_DISCO,O_QUE_O_CONTRATO_AINDA_TEM_DE_DIZER,EVIDENCIA
IT-T5-010,Fondazione per l'Agricoltura F.lli Navarra,T5,1,application/pdf,https://www.fondazionenavarra.it/images/pdf/la_pianura_n_3_2010_copertina.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-010/MANIFEST.json
IT-T5-011,UNIBA DiSSPA — Dipartimento di Scienze del Suolo della Pianta e degli Alimenti,T5,1,application/pdf,https://www.uniba.it/it/ricerca/dipartimenti/processi-e-subprocessi-dei-dipartimenti-di-ricerca.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-011/MANIFEST.json
IT-T5-012,UNIPI DiSAAA-a — Dipartimento di Scienze Agrarie Alimentari e Agro-ambientali,T5,1,application/pdf,https://www.agr.unipi.it/wp-content/uploads/2026/07/ad-agraria.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-012/MANIFEST.json
IT-T5-013,CRPA — Centro Ricerche Produzioni Animali,T5,1,application/pdf,https://www.crpa.it/media/crpa_www/images/contattaci/QRCode_01253030355_CRPA.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-013/MANIFEST.json
IT-T5-014,UNITUS DAFNE — Dipartimento di Scienze Agrarie e Forestali,T5,1,application/pdf,https://www.unitus.it/wp-content/uploads/2024/02/Linee-guida-con-allegati_2023.24-2.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-014/MANIFEST.json
IT-T5-015,CNR IBBR — Istituto di Bioscienze e Biorisorse,T5,1,text/html,https://www.ibbr.cnr.it/ibbr/news/european-biotech-week-2026,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-015/MANIFEST.json
IT-T5-016,AIR UNIMI — Archivio Istituzionale della Ricerca,T5,1,application/pdf,https://air.unimi.it/sr/static/DS6/AIR-nuova_interfaccia.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-016/MANIFEST.json
IT-T5-017,FLORE UNIFI — Archivio istituzionale della ricerca,T5,1,application/pdf,https://www.unifi.it/sites/default/files/migrated/documents/dr_575_2022_regolamento_dottorato.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-017/MANIFEST.json
IT-T5-018,IRIS UNIBO — Archivio istituzionale della ricerca,T5,1,application/pdf,https://www.unibo.it/it/allegati/policy-di-ateneo-per-l2019accesso-aperto-alle-pubblicazioni-e-ai-dati-della-ricerca/@@download/file/PolicyAteneoAccessoApertoPubblicazioniDatiRicerca.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-018/MANIFEST.json
IT-T5-019,IRIS UNIPD — Archivio della ricerca,T5,1,application/pdf,https://wwwassets.unipd.it/sites/default/files/2026-04/Policy_accesso_aperto.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-019/MANIFEST.json
IT-T5-020,IRIS UNITO — Archivio istituzionale,T5,1,application/pdf,https://iris.unito.it/sr/htm/pdf/come_allegare_2023.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-020/MANIFEST.json
IT-T5-021,UNIFI DAGRI — Dipartimento di Scienze e Tecnologie Agrarie Alimentari Ambientali e Forestali,T5,1,text/html,https://www.dagri.unifi.it/avvisi,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-021/MANIFEST.json
IT-T5-022,Advances in Horticultural Science,T5,1,application/pdf,https://journals.fupress.net/wp-content/uploads/2025/10/Call-N31.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-022/MANIFEST.json
IT-T5-023,SSICA — Stazione Sperimentale per l'Industria delle Conserve Alimentari,T5,1,application/pdf,https://www.ssica.it/wp-content/uploads/2025/03/PROGETTO-ACTION.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-023/MANIFEST.json
IT-T5-024,UNIMI DiSAA — Dipartimento di Scienze Agrarie e Ambientali,T5,1,text/html,https://disaa.unimi.it/it/ricerca/attivita-e-risultati-di-ricerca/pubblicazioni,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-024/MANIFEST.json
IT-T5-025,Scuola Superiore Sant'Anna — Istituto di Scienze delle Produzioni Vegetali,T5,1,text/html,https://www.santannapisa.it/it/news/progetto-innoflorenerg,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-025/MANIFEST.json
IT-T5-026,UNIPA SAAF — Dipartimento Scienze Agrarie Alimentari e Forestali,T5,1,application/pdf,https://www.unipa.it/dipartimenti/saaf/.content/documenti/Linee-guida-semestre-aperto-2025.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-026/MANIFEST.json
IT-T5-027,UNIPD DAFNAE — Dipartimento di Agronomia Animali Alimenti Risorse Naturali e Ambiente,T5,1,text/html,https://www.dafnae.unipd.it/news/termine/2,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-027/MANIFEST.json
IT-T5-028,UNIUD DI4A — Dipartimento di Scienze Agroalimentari Ambientali e Animali,T5,1,text/html,https://di4a.uniud.it/it/ricerca/pubblicazioni-dipartimento,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-028/MANIFEST.json
IT-T5-029,UNIVR Dipartimento di Biotecnologie,T5,1,application/pdf,https://cdn.docs.univr.it/documenti/Documento/allegati/allegati375197.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-029/MANIFEST.json
IT-T5-030,UNITE Facolta di Bioscienze e Tecnologie Agro-alimentari e Ambientali,T5,1,text/html,https://www.unite.it/UniTE/Bioscienze_e_Tecnologie_Agro-Alimentari_e_Ambientali/News_ed_Eventi_-_Dipartimento_di_Bioscienze_e_tecnologie_agroalimentari_e_ambientali,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-030/MANIFEST.json
IT-T5-031,UNIVPM D3A — Dipartimento di Scienze Agrarie Alimentari e Ambientali,T5,1,image/png,https://www.d3a.univpm.it/sites/www.d3a.univpm.it/files/d3a/news_didattica/new2026/insegnamenti%20a%20scelta_14sett20262.png,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-031/MANIFEST.json
IT-T5-032,UNIPG DSA3 — Dipartimento di Scienze Agrarie Alimentari e Ambientali,T5,1,text/html,https://dsa3.unipg.it/home/news/bandi?view=elenco,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-032/MANIFEST.json
IT-T5-033,UNIBO DISTAL — Dipartimento di Scienze e Tecnologie Agro-Alimentari,T5,1,text/html,https://distal.unibo.it/it/con-societa-e-impresa/territorio-e-comunita/bollettino-agrofenologico,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-033/MANIFEST.json
IT-T5-034,Accademia dei Georgofili,T5,1,text/html,https://www.georgofili.it/contenuti/notiziario-accademia/620,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-034/MANIFEST.json
IT-T5-035,Georgofili INFO — notiziario,T5,1,text/html,https://www.georgofili.info/contenuti/notizie-forestali-australia-e-nuova-zelanda-adottano-uno-standard-comune-per-valutare-le-foreste/33685,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-035/MANIFEST.json
IT-T5-036,Georgofili — Accademia dei Georgofili (portale .net),T5,1,text/html,https://www.georgofili.net/articoli/agrifood-tra-credito-e-sostenibilit/15465,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-036/MANIFEST.json
IT-T7-002,MASAF — elenco delle OP e AOP riconosciute,T7,1,application/vnd.oasis.opendocument.spreadsheet,https://www.masaf.gov.it/flex/cm/pages/ServeAttachment.php/L/IT/D/1%252F3%252Fb%252FD.4476adcbe95b46973538/P/BLOB%3AID%3D6063/E/ods?mode=download,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T7-002/MANIFEST.json
IT-T7-013,CONAF — Consiglio Ordine Nazionale Dottori Agronomi e Forestali,T7,1,text/html,https://www.conaf.it/formazione-professionale-continua/normativa-formazione-professionale-continua/circolari-2/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T7-013/MANIFEST.json
IT-T7-014,Consorzi Agrari d'Italia — CAI,T7,1,application/pdf,https://www.consorziagrariditalia.it/wp-content/uploads/2023/12/CAI_Codice-Etico-Gruppo-BF.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T7-014/MANIFEST.json
IT-T9-009,Cifo,T9,1,text/html,https://www.cifo.it/newsroom/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T9-009/MANIFEST.json
IT-T9-010,Serbios,T9,1,application/pdf,https://www.serbios.it/docs/documents/codice-etico.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T9-010/MANIFEST.json
IT-T9-011,Koppert Italia,T9,1,text/html,https://www.koppert.it/notizie-eventi/newsletter/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T9-011/MANIFEST.json
IT-T9-012,CBC Biogard,T9,1,application/pdf,https://www.biogard.it/wp-content/uploads/2026/08/Report-Curve_30.07.26.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T9-012/MANIFEST.json
IT-T9-013,Certis Belchim Italia,T9,1,application/pdf,https://certisbelchim.co.uk/pdf/GENERAL%20TERMS%20AND%20CONDITIONS%20OF%20SALE.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T9-013/MANIFEST.json
IT-T10-002,BMTI — analisi di mercato cereali,T10,2,text/html,https://www.bmti.it/prezzi-cereali/46622/,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-002/MANIFEST.json
IT-T10-006,Agrisole — quotidiano agricolo del Sole 24 Ore,T10,1,text/html,https://areautente.ilsole24ore.com/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-006/MANIFEST.json
IT-T10-007,ISMEA — Istituto di Servizi per il Mercato Agricolo Alimentare,T10,1,text/html,https://www.ismea.it/Press-Area/Comunicati-Stampa,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-007/MANIFEST.json
IT-T10-008,Italmopa — Associazione Industriali Mugnai d'Italia,T10,1,text/html,https://italmopa.com/pubblicazioni/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-008/MANIFEST.json
IT-T10-009,Borsa Merci Bologna — Camera di Commercio,T10,1,text/html,https://www.bo.camcom.gov.it/it/servizio-ispettivo/home,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-009/MANIFEST.json
IT-T10-010,CSO Italy — Centro Servizi Ortofrutticoli,T10,1,application/pdf,https://www.csoservizi.com/wp-content/uploads/2025/03/AGRIPAT_SCH_SINTESI_INIZIALE_DEF.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-010/MANIFEST.json
IT-T10-011,Ruminantia — web magazine dei ruminanti,T10,1,text/html,https://www.ruminantia.it/category/news/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-011/MANIFEST.json
IT-T10-012,Consorzio Tutela Vini d'Abruzzo,T10,1,application/pdf,https://www.vinidabruzzo.it/wp-content/uploads/2024/04/QN-ITINERARI-1.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-012/MANIFEST.json
IT-T10-013,Consorzio di Tutela Arancia Rossa di Sicilia IGP,T10,1,text/html,https://www.tutelaaranciarossa.it/rassegna-stampa/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-013/MANIFEST.json
IT-T10-014,Consorzio di Tutela del Grana Padano,T10,1,text/html,https://www.granapadano.it/it-it/il-mondo-di-grana-padano/partnership-e-sponsorizzazioni/sponsorizzazioni/progetti-finanziati/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-014/MANIFEST.json
IT-T10-015,Consorzio Tutela Prosecco DOC,T10,1,application/pdf,https://www.prosecco.it/wp-content/uploads/2023/07/Pagina-per-sito-web.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-015/MANIFEST.json
IT-T10-016,Alleanza delle Cooperative Italiane Agroalimentare,T10,1,text/html,https://www.alleanzacooperative.it/news-eventi,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T10-016/MANIFEST.json
IT-T11-005,SIMEI — Salone Internazionale Macchine per Enologia e Imbottigliamento,T11,1,text/html,https://www.simei.it/news-media/news/distillo-2026,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T11-005/MANIFEST.json
IT-T12-003,CIA — Agricoltori Italiani,T12,1,application/pdf,https://ciaprod.s3.amazonaws.com/media/filer_public/a6/9e/a69ed547-c7c8-405e-bfa4-5dfbcbabbef0/presentazione_cia_2021-ita-web.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T12-003/MANIFEST.json
IT-T12-004,Confagricoltura,T12,1,text/html,https://www.confagricoltura.it/ita/area-stampa/notizie-brevi/agrifoodtech-e-ia-presentato-il-2%C2%B0-rapporto-2026-dedicato-alla-trasformazione-tecnologica-dell-agroalimentare-made-in-italy,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T12-004/MANIFEST.json
IT-T12-005,AIAB — Associazione Italiana Agricoltura Biologica,T12,1,application/pdf,https://aiab.it/wp-content/uploads/2023/01/AIAB-Aiuti-di-Stato.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T12-005/MANIFEST.json
IT-T12-006,CIA Toscana,T12,1,application/pdf,https://www.ciatoscana.eu/home/wp-content/uploads/2026/02/inn-pratica_volume_il-futuro-dell-agricoltura_IT_web.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T12-006/MANIFEST.json
