INPUT_NAME,INPUT_URL,OWNER,CANONICAL_URL,QUALIFICATION_SCORE,PRIORITY,VALIDATION_RESULT,REAL_EXAMPLE,EVIDENCE_PATH,SOURCE_ID,ATLAS_STATUS,DATABASE_STATUS,VERDICT,REASON
UNIPA SAAF — Dipartimento Scienze Agrarie Alimentari e Forestali,https://www.unipa.it/dipartimenti/saaf/,Universita di Palermo,https://www.unipa.it/dipartimenti/saaf/,86.7,P1,REGISTERED,https://www.unipa.it/dipartimenti/saaf/.content/documenti/Linee-guida-semestre-aperto-2025.pdf,data/samples/IT-SOURCE-SAMPLES/IT-T5-026/MANIFEST.json,IT-T5-026,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
UNIPD DAFNAE — Dipartimento di Agronomia Animali Alimenti Risorse Naturali e Ambiente,https://www.dafnae.unipd.it/,Universita di Padova,https://www.dafnae.unipd.it/,86.7,P1,REGISTERED,|  | Università di Padova,data/samples/IT-SOURCE-SAMPLES/IT-T5-027/MANIFEST.json,IT-T5-027,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
UNIUD DI4A — Dipartimento di Scienze Agroalimentari Ambientali e Animali,https://www.di4a.uniud.it/it,Universita di Udine,https://www.di4a.uniud.it/it,86.7,P1,REGISTERED,Pubblicazioni — Italiano,data/samples/IT-SOURCE-SAMPLES/IT-T5-028/MANIFEST.json,IT-T5-028,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
UNIVR Dipartimento di Biotecnologie,https://www.dbt.univr.it/,Universita di Verona,https://www.dbt.univr.it/,86.7,P1,REGISTERED,"2026-28
"" />
                      Piano Operativo del Dipartimento
                      2026-28",data/samples/IT-SOURCE-SAMPLES/IT-T5-029/MANIFEST.json,IT-T5-029,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Societa Entomologica Italiana,https://www.societaentomologicaitaliana.it/,SEI,https://www.societaentomologicaitaliana.it/,86,P1,REGISTERED,Approfondisci,data/samples/IT-SOURCE-SAMPLES/IT-T3-020/MANIFEST.json,IT-T3-020,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
UNITE Facolta di Bioscienze e Tecnologie Agro-alimentari e Ambientali,https://www.unite.it/UniTE/Bioscienze_e_Tecnologie_Agro-Alimentari_e_Ambientali,Universita di Teramo,https://www.unite.it/UniTE/Bioscienze_e_Tecnologie_Agro-Alimentari_e_Ambientali,86,P1,REGISTERED,"UniTE - 
			News ed Eventi - Dipartimento di Bioscienze e tecnologie agroalimentari e ambientali",data/samples/IT-SOURCE-SAMPLES/IT-T5-030/MANIFEST.json,IT-T5-030,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
UNIVPM D3A — Dipartimento di Scienze Agrarie Alimentari e Ambientali,https://www.d3a.univpm.it/,Universita Politecnica delle Marche,https://www.d3a.univpm.it/,86,P1,REGISTERED,https://www.d3a.univpm.it/sites/www.d3a.univpm.it/files/d3a/news_didattica/new2026/insegnamenti%20a%20scelta_14sett20262.png,data/samples/IT-SOURCE-SAMPLES/IT-T5-031/MANIFEST.json,IT-T5-031,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Andrea Lentini — registo cientifico ORCID (Università degli Studi di Sassari),https://orcid.org/0000-0003-2089-1026,Andrea Lentini · Università degli Studi di Sassari,https://orcid.org/0000-0003-2089-1026,85.6,P1,REGISTERED,From waste to opportunity: evaluating the pesticidal properties of a waste cooking oil and its derivates,data/samples/IT-SOURCE-SAMPLES/IT-T6-001/MANIFEST.json,IT-T6-001,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Anita Nencioni — registo cientifico ORCID (Consiglio per la ricerca in agricoltura e l’analisi dell’economia agraria),https://orcid.org/0000-0003-1585-0529,Anita Nencioni · Consiglio per la ricerca in agricoltura e l’analisi dell’economia agraria,https://orcid.org/0000-0003-1585-0529,85.6,P1,REGISTERED,Visual adaptation of a biting fly that permanently foregoes flight,data/samples/IT-SOURCE-SAMPLES/IT-T6-002/MANIFEST.json,IT-T6-002,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Anna Aldrighetti — registo cientifico ORCID (University of Trento),https://orcid.org/0000-0002-9018-3343,Anna Aldrighetti · University of Trento,https://orcid.org/0000-0002-9018-3343,85.6,P1,REGISTERED,Sequential use of pre-flowering chemical fungicides and post-flowering natural products effectively controls strawberry powdery mildew while resulting,data/samples/IT-SOURCE-SAMPLES/IT-T6-003/MANIFEST.json,IT-T6-003,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Antonio Masetti — registo cientifico ORCID (University of Bologna),https://orcid.org/0000-0001-6061-2752,Antonio Masetti · University of Bologna,https://orcid.org/0000-0001-6061-2752,85.6,P1,REGISTERED,"Smartphone and web apps for pest and disease management in viticulture: A mapping of functionality, AI integration, and accessibility",data/samples/IT-SOURCE-SAMPLES/IT-T6-004/MANIFEST.json,IT-T6-004,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Antonio Pietro GARONNA — registo cientifico ORCID (Università degli Studi di Napoli Federico II),https://orcid.org/0000-0002-8441-5208,Antonio Pietro GARONNA · Università degli Studi di Napoli Federico II,https://orcid.org/0000-0002-8441-5208,85.6,P1,REGISTERED,"A Probe-Based qPCR Method for Rapid Detection of Ips typographus (Coleoptera: Curculionidae, Scolytinae) in Border Inspections and Forest Surveillance",data/samples/IT-SOURCE-SAMPLES/IT-T6-005/MANIFEST.json,IT-T6-005,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Antonio Prodi — registo cientifico ORCID (University of Bologna),https://orcid.org/0000-0002-7221-7271,Antonio Prodi · University of Bologna,https://orcid.org/0000-0002-7221-7271,85.6,P1,REGISTERED,Seed Priming with Antagonistic Bacteria for Managing Fusarium Crown and Root Rot in Durum Wheat,data/samples/IT-SOURCE-SAMPLES/IT-T6-006/MANIFEST.json,IT-T6-006,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Aparna S Balan — registo cientifico ORCID (University of Palermo),https://orcid.org/0009-0001-5306-0125,Aparna S Balan · University of Palermo,https://orcid.org/0009-0001-5306-0125,85.6,P1,REGISTERED,Omics approaches to unveil biotic stress responses in olive: current knowledge and the future,data/samples/IT-SOURCE-SAMPLES/IT-T6-007/MANIFEST.json,IT-T6-007,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
CLAUDIO RATTI — registo cientifico ORCID (Alma Mater Studiorum  Universita' di Bologna),https://orcid.org/0000-0002-5640-2143,CLAUDIO RATTI · Alma Mater Studiorum  Universita' di Bologna,https://orcid.org/0000-0002-5640-2143,85.6,P1,REGISTERED,Metabarcoding of Pollen Carried by Syrphids Reveals Novel Plant–Pollinator Interactions in a Protected Natural Area and Agricultural Sites,data/samples/IT-SOURCE-SAMPLES/IT-T6-008/MANIFEST.json,IT-T6-008,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Chiara D'ERRICO — registo cientifico ORCID (Istituto per la Protezione Sostenibile delle Piante IPSP - CNR),https://orcid.org/0000-0003-0546-9900,Chiara D'ERRICO · Istituto per la Protezione Sostenibile delle Piante IPSP - CNR,https://orcid.org/0000-0003-0546-9900,85.6,P1,REGISTERED,Development of a Field-Deployable Loop-Mediated Isothermal Amplification Assay for the Rapid Detection of <i>Erysiphe corylacearum</i> in Hazelnut,data/samples/IT-SOURCE-SAMPLES/IT-T6-009/MANIFEST.json,IT-T6-009,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Daniele Daffonchio — registo cientifico ORCID (University of Turin),https://orcid.org/0000-0003-0947-925X,Daniele Daffonchio · University of Turin,https://orcid.org/0000-0003-0947-925X,85.6,P1,REGISTERED,A Seasonal Record of Bacterial Communities in Micritized Carbonate Sediments of the Eastern Red Sea,data/samples/IT-SOURCE-SAMPLES/IT-T6-010/MANIFEST.json,IT-T6-010,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Dumitru Scutelnic — registo cientifico ORCID (University of Verona),https://orcid.org/0000-0001-6935-7540,Dumitru Scutelnic · University of Verona,https://orcid.org/0000-0001-6935-7540,85.6,P1,REGISTERED,Multi-model ensembles for object detection in multispectral images: A case study for precision agriculture,data/samples/IT-SOURCE-SAMPLES/IT-T6-011/MANIFEST.json,IT-T6-011,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Emilio Balducci — registo cientifico ORCID (University of Perugia),https://orcid.org/0000-0002-8656-7870,Emilio Balducci · University of Perugia,https://orcid.org/0000-0002-8656-7870,85.6,P1,REGISTERED,High-Throughput Sequencing Study of the Mycobiota of Barley Grain Collected in Northern and Central Italy and Accumulation of Fungal Secondary Metabol,data/samples/IT-SOURCE-SAMPLES/IT-T6-012/MANIFEST.json,IT-T6-012,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Francesco Nardi — registo cientifico ORCID (University of Siena),https://orcid.org/0000-0003-0271-9855,Francesco Nardi · University of Siena,https://orcid.org/0000-0003-0271-9855,85.6,P1,REGISTERED,"Echoes of Gondwana: Antarctic mite, <i></i>Maudheimia petronia<i></i> (Acari: Maudheimiidae), reveals deep-time isolation and highly modified mitochon",data/samples/IT-SOURCE-SAMPLES/IT-T6-013/MANIFEST.json,IT-T6-013,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Gerardo Puopolo — registo cientifico ORCID (University of Trento),https://orcid.org/0000-0002-4864-4396,Gerardo Puopolo · University of Trento,https://orcid.org/0000-0002-4864-4396,85.6,P1,REGISTERED,Heat-inactivated Lysobacter capsici AZ78 cells effectively control Peronospora belbahrii and Plasmopara viticola through direct and indirect mechanism,data/samples/IT-SOURCE-SAMPLES/IT-T6-014/MANIFEST.json,IT-T6-014,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Gianfranco ANFORA — registo cientifico ORCID (University of Trento),https://orcid.org/0000-0003-2545-1409,Gianfranco ANFORA · University of Trento,https://orcid.org/0000-0003-2545-1409,85.6,P1,REGISTERED,A general DDE model for terrestrial arthropods: from theory to validation guidelines under controlled conditions,data/samples/IT-SOURCE-SAMPLES/IT-T6-015/MANIFEST.json,IT-T6-015,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Giulia Mandalà — registo cientifico ORCID (Verona University ),https://orcid.org/0000-0001-7697-8310,Giulia Mandalà · Verona University ,https://orcid.org/0000-0001-7697-8310,85.6,P1,REGISTERED,Untargeted Metabolomics Reveals a Multi-Faceted Resistance Response to Fusarium Head Blight Mediated by the Thinopyrum elongatum Fhb7E Locus Transferr,data/samples/IT-SOURCE-SAMPLES/IT-T6-016/MANIFEST.json,IT-T6-016,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Graziella Amendola — registo cientifico ORCID (National Institute of Health),https://orcid.org/0000-0001-5461-0312,Graziella Amendola · National Institute of Health,https://orcid.org/0000-0001-5461-0312,85.6,P1,REGISTERED,Experimental determination of pesticide processing factors in milk during soft cheese and ricotta cheese production,data/samples/IT-SOURCE-SAMPLES/IT-T6-017/MANIFEST.json,IT-T6-017,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Leonardo Caproni — registo cientifico ORCID (Scuola Superiore Sant'Anna),https://orcid.org/0000-0002-7129-8575,Leonardo Caproni · Scuola Superiore Sant'Anna,https://orcid.org/0000-0002-7129-8575,85.6,P1,REGISTERED,Genotypic and transcriptomic characterization of a SAD gene cluster in European hazelnut (Corylus avellana L.),data/samples/IT-SOURCE-SAMPLES/IT-T6-018/MANIFEST.json,IT-T6-018,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Leonardo Cera — registo cientifico ORCID (University of Padua),https://orcid.org/0009-0005-6118-7432,Leonardo Cera · University of Padua,https://orcid.org/0009-0005-6118-7432,85.6,P1,REGISTERED,Natural Products for the Control of <i>Scaphoideus titanus</i> in Vineyards: A Summary of Five-Year Field Trials,data/samples/IT-SOURCE-SAMPLES/IT-T6-019/MANIFEST.json,IT-T6-019,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Lorenzo Baglieri — registo cientifico ORCID (Politecnico di Torino),https://orcid.org/0000-0002-5022-5326,Lorenzo Baglieri · Politecnico di Torino,https://orcid.org/0000-0002-5022-5326,85.6,P1,REGISTERED,Design of an Under-Actuated Mechanism for Collecting and Cutting Crop Samples in Precision Agriculture,data/samples/IT-SOURCE-SAMPLES/IT-T6-020/MANIFEST.json,IT-T6-020,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Luca Finetti — registo cientifico ORCID (University of Ferrara),https://orcid.org/0000-0001-5558-9156,Luca Finetti · University of Ferrara,https://orcid.org/0000-0001-5558-9156,85.6,P1,REGISTERED,Characterization of Halyomorpha halys TAR1 reveals its involvement in (E)-2-decenal pheromone perception,data/samples/IT-SOURCE-SAMPLES/IT-T6-021/MANIFEST.json,IT-T6-021,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Luca Mazzon — registo cientifico ORCID (Università degli Studi di Padova),https://orcid.org/0000-0002-8459-893X,Luca Mazzon · Università degli Studi di Padova,https://orcid.org/0000-0002-8459-893X,85.6,P1,REGISTERED,Antimicrobial treatment of egg-infested olives is associated with perturbation and carry-over changes on bacterial communities in the olive fly Bactro,data/samples/IT-SOURCE-SAMPLES/IT-T6-022/MANIFEST.json,IT-T6-022,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Marco Mancini — registo cientifico ORCID (University of Florence),https://orcid.org/0000-0002-1454-4995,Marco Mancini · University of Florence,https://orcid.org/0000-0002-1454-4995,85.6,P1,REGISTERED,Integrating satellite data with a Nitrogen Nutrition Curve for precision top-dress fertilization of durum wheat,data/samples/IT-SOURCE-SAMPLES/IT-T6-023/MANIFEST.json,IT-T6-023,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Marco Perfetto — registo cientifico ORCID (University of Milan),https://orcid.org/0000-0001-9370-2500,Marco Perfetto · University of Milan,https://orcid.org/0000-0001-9370-2500,85.6,P1,REGISTERED,Estimating spatial and temporal variability of crop growth by radiation-driven models based on satellite data assimilation,data/samples/IT-SOURCE-SAMPLES/IT-T6-024/MANIFEST.json,IT-T6-024,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Marwa Mourou — registo cientifico ORCID (Università degli Studi di Bari Aldo Moro),https://orcid.org/0000-0002-9925-3520,Marwa Mourou · Università degli Studi di Bari Aldo Moro,https://orcid.org/0000-0002-9925-3520,85.6,P1,REGISTERED,Insight into biological strategies and main challenges to control the phytopathogenic bacterium Xylella fastidiosa,data/samples/IT-SOURCE-SAMPLES/IT-T6-025/MANIFEST.json,IT-T6-025,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Paolo Boccacci — registo cientifico ORCID (Consiglio Nazionale delle Ricerche),https://orcid.org/0000-0001-8574-0478,Paolo Boccacci · Consiglio Nazionale delle Ricerche,https://orcid.org/0000-0001-8574-0478,85.6,P1,REGISTERED,Grafting with non‐suckering rootstock increases drought tolerance in Corylus avellana L. through physiological and biochemical adjustments,data/samples/IT-SOURCE-SAMPLES/IT-T6-026/MANIFEST.json,IT-T6-026,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Paolo Grazieschi — registo cientifico ORCID (Fondazione Bruno Kessler),https://orcid.org/0009-0009-6027-471X,Paolo Grazieschi · Fondazione Bruno Kessler,https://orcid.org/0009-0009-6027-471X,85.6,P1,REGISTERED,Soilcast: a Multitask Encoder-Decoder AI Model for Precision Agriculture,data/samples/IT-SOURCE-SAMPLES/IT-T6-027/MANIFEST.json,IT-T6-027,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
ROBERTO RIZZO — registo cientifico ORCID (CREA - Research Centre for Plant Protection and Certification),https://orcid.org/0000-0003-1628-643X,ROBERTO RIZZO · CREA - Research Centre for Plant Protection and Certification,https://orcid.org/0000-0003-1628-643X,85.6,P1,REGISTERED,"Encapsulation of a <i>N</i>-Alkylamide-Enriched Fraction from <i>Acmella oleracea</i> and Its Efficacy Against <i>Tuta absoluta</i>, the Invasive Key ",data/samples/IT-SOURCE-SAMPLES/IT-T6-028/MANIFEST.json,IT-T6-028,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Roberta Maria Gravagno — registo cientifico ORCID (University of Catania),https://orcid.org/0009-0005-2447-3608,Roberta Maria Gravagno · University of Catania,https://orcid.org/0009-0005-2447-3608,85.6,P1,REGISTERED,Sicilian Wineries' Intention to Comply With Sustainability Certification as a Strategic Business Behavior,data/samples/IT-SOURCE-SAMPLES/IT-T6-029/MANIFEST.json,IT-T6-029,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Roberta Paris — registo cientifico ORCID (Council for Agricultural Research and Economics Analysis (CREA) ),https://orcid.org/0000-0001-7823-2475,Roberta Paris · Council for Agricultural Research and Economics Analysis (CREA) ,https://orcid.org/0000-0001-7823-2475,85.6,P1,REGISTERED,Exploiting Exhausted Biomasses from Essential Oil Distillation in Animal Feeding: Chemical Characterisation and Volatile Profile of Laurel Bay (<i>Lau,data/samples/IT-SOURCE-SAMPLES/IT-T6-030/MANIFEST.json,IT-T6-030,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Roberto Ferrise — registo cientifico ORCID (University of Florence),https://orcid.org/0000-0001-8236-7823,Roberto Ferrise · University of Florence,https://orcid.org/0000-0001-8236-7823,85.6,P1,REGISTERED,The FraNchEstYN framework for modelling crop yield losses due to fungal diseases,data/samples/IT-SOURCE-SAMPLES/IT-T6-031/MANIFEST.json,IT-T6-031,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Rosa Francaviglia — registo cientifico ORCID (Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria (CREA)),https://orcid.org/0000-0002-4362-5428,Rosa Francaviglia · Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria (CREA),https://orcid.org/0000-0002-4362-5428,85.6,P1,REGISTERED,Prediction of soil organic carbon increase in the transition from shifting cultivation to agroforestry in the Indian East Himalayas,data/samples/IT-SOURCE-SAMPLES/IT-T6-032/MANIFEST.json,IT-T6-032,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Stefano Maini — registo cientifico ORCID (Alma Mater Studiorum - Università di Bologna),https://orcid.org/0000-0001-7272-1243,Stefano Maini · Alma Mater Studiorum - Università di Bologna,https://orcid.org/0000-0001-7272-1243,85.6,P1,REGISTERED,In memory of Jerome Anthony Klun (1939&ndash;2026),data/samples/IT-SOURCE-SAMPLES/IT-T6-033/MANIFEST.json,IT-T6-033,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Tito Caffi — registo cientifico ORCID (Università Cattolica del Sacro Cuore),https://orcid.org/0000-0001-9929-4130,Tito Caffi · Università Cattolica del Sacro Cuore,https://orcid.org/0000-0001-9929-4130,85.6,P1,REGISTERED,Development of an online pan-European Integrated Pest Management Resource Toolbox,data/samples/IT-SOURCE-SAMPLES/IT-T6-034/MANIFEST.json,IT-T6-034,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Vera Pavese — registo cientifico ORCID (University of Turin),https://orcid.org/0000-0002-6863-3950,Vera Pavese · University of Turin,https://orcid.org/0000-0002-6863-3950,85.6,P1,REGISTERED,Into the Unknown: Hints to Overcome Recalcitrance in Woody Fruit Crops,data/samples/IT-SOURCE-SAMPLES/IT-T6-035/MANIFEST.json,IT-T6-035,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
sara ruschioni — registo cientifico ORCID (Marche Polytechnic University),https://orcid.org/0000-0003-2965-6364,sara ruschioni · Marche Polytechnic University,https://orcid.org/0000-0003-2965-6364,85.6,P1,REGISTERED,"Species Composition and Emergence Patterns of <i>Agriotes litigiosus</i>, <i>A. brevis</i> and <i>A. sordidus</i> (Coleoptera: Elateridae) in Central ",data/samples/IT-SOURCE-SAMPLES/IT-T6-036/MANIFEST.json,IT-T6-036,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
CONAF — Consiglio Ordine Nazionale Dottori Agronomi e Forestali,https://www.conaf.it/,CONAF,https://www.conaf.it/,85,P1,REGISTERED,Circolari e Delibere - CONAF,data/samples/IT-SOURCE-SAMPLES/IT-T7-013/MANIFEST.json,IT-T7-013,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Koppert Italia,https://www.koppert.it/,Koppert Biological Systems,https://www.koppert.it/,84.4,P1,REGISTERED,Newsletter Koppert - Ricevere aggiornamenti sulla protezione delle colture e l'impollinazione,data/samples/IT-SOURCE-SAMPLES/IT-T9-011/MANIFEST.json,IT-T9-011,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
UNIPG DSA3 — Dipartimento di Scienze Agrarie Alimentari e Ambientali,https://dsa3.unipg.it/,Universita di Perugia,https://dsa3.unipg.it/,84.4,P1,REGISTERED,"Bandi - Dipartimento di Scienze Agrarie, Alimentari e Ambientali",data/samples/IT-SOURCE-SAMPLES/IT-T5-032/MANIFEST.json,IT-T5-032,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Borsa Merci Bologna — Camera di Commercio,https://www.bo.camcom.gov.it/,Camera di Commercio di Bologna,https://www.bo.camcom.gov.it/,84,P1,REGISTERED,Sicurezza e Etichettatura dei Prodotti | Camera di Commercio di Bologna,data/samples/IT-SOURCE-SAMPLES/IT-T10-009/MANIFEST.json,IT-T10-009,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
CBC Biogard,https://www.biogard.it/,CBC Europe — Biogard,https://www.biogard.it/,84,P1,REGISTERED,CURVE DI SCARICO E DI RILASCIO DEI DIFFUSORI SHIN-ETSUscarica il report,data/samples/IT-SOURCE-SAMPLES/IT-T9-012/MANIFEST.json,IT-T9-012,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
CSO Italy — Centro Servizi Ortofrutticoli,https://www.csoservizi.com/,CSO Italy,https://www.csoservizi.com/,84,P1,REGISTERED,CLICCARE QUI,data/samples/IT-SOURCE-SAMPLES/IT-T10-010/MANIFEST.json,IT-T10-010,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Certis Belchim Italia,https://www.certisbelchim.it/,Certis Belchim,https://www.certisbelchim.it/,84,P1,REGISTERED,NÃO REPRESENTATIVO — papelada administrativa; rever com navegador,data/samples/IT-SOURCE-SAMPLES/IT-T9-013/MANIFEST.json,IT-T9-013,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,exemplo real nao representativo
Italia Olivicola,https://www.italiaolivicola.it/,Italia Olivicola Consorzio Nazionale,https://www.italiaolivicola.it/,84,P1,REGISTERED,News &#8211; Italia Olivicola,data/samples/IT-SOURCE-SAMPLES/IT-T1-016/MANIFEST.json,IT-T1-016,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Olivo e Olio — Edagricole,https://olivoeolio.edagricole.it/,Edagricole — New Business Media,https://olivoeolio.edagricole.it/,84,P1,REGISTERED,EVOLIO Expo conquista gli USA: buyer pronti per Bari 2027 - Olivo e Olio,data/samples/IT-SOURCE-SAMPLES/IT-T1-017/MANIFEST.json,IT-T1-017,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Rivista di Agraria,https://www.rivistadiagraria.org/,Rivista di Agraria,https://www.rivistadiagraria.org/,84,P1,REGISTERED,Il sapore della salute - Rivista di Agraria.org,data/samples/IT-SOURCE-SAMPLES/IT-T1-018/MANIFEST.json,IT-T1-018,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Ruminantia — web magazine dei ruminanti,https://www.ruminantia.it/,Ruminantia,https://www.ruminantia.it/,84,P1,REGISTERED,News &#8211; Ruminantia &#8211; Web Magazine del mondo dei Ruminanti,data/samples/IT-SOURCE-SAMPLES/IT-T10-011/MANIFEST.json,IT-T10-011,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
SIA — Societa Italiana di Agronomia,https://www.siagr.it/,Societa Italiana di Agronomia,https://www.siagr.it/,84,P1,REGISTERED,Scarica lo Statuto della SIA,data/samples/IT-SOURCE-SAMPLES/IT-T1-019/MANIFEST.json,IT-T1-019,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
