ORDEM,NOME,TIPO,OWNER,URL_CANONICAL,TERRITORIES,REGION,QUALIFICATION_SCORE,AUTOMATION_SCORE,WHY_FIRST,EXPECTED_VALUE
57,Ente Nazionale Risi,BASE_OFICIAL,Ente Nazionale Risi,http://www.enterisi.it/servizi/notizie/notizie_homepage.aspx,T1;T10;T4,LOMBARDIA,90.0,4,"ente de filiera / mercado oficial · e' o dono do dado, nao um intermediario · publica com frequencia alta (data visivel de 2026-09-14 (0d) — publicacao muito recente) · rota tecnica previsivel (declara feed RSS/Atom no cabecalho) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, publica com frequencia alta, rota tecnica previsivel, feed declarado · cobre T1, T10, T4"
58,Provincia autonoma di Bolzano — Agricoltura,BASE_OFICIAL,Provincia autonoma di Bolzano,https://home.provincia.bz.it/it/temi#land__und_forstwirtschaft___agricoltura_e_foreste,T1;T4;T3,TRENTINO-ALTO ADIGE,90.0,3,"agencia regional agricola · e' o dono do dado, nao um intermediario · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T1, T4, T3"
59,Rete Rurale Nazionale,BASE_OFICIAL,MASAF — Rete Rurale Nazionale,https://www.reterurale.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1,T12;T7,NAZIONALE,90.0,3,"regulatorio / registro oficial · e' o dono do dado, nao um intermediario · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T12, T7"
60,SIAN — Sistema Informativo Agricolo Nazionale,BASE_OFICIAL,MASAF/AGEA,https://www.sian.it/portale/,T4;T12,NAZIONALE,90.0,3,"regulatorio / registro oficial · e' o dono do dado, nao um intermediario · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T4, T12"
61,ARPA Basilicata,BASE_OFICIAL,ARPAB,https://www.arpab.it/,T2;T12,BASILICATA,89.0,5,"agrometeorologia / clima / ambiente regional · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API, OPENDATA) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T2, T12"
62,Regione Molise — Agricoltura,BASE_OFICIAL,Regione Molise,https://www.regione.molise.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1,T1;T4,MOLISE,89.0,3,"orgao agricola regional / politica agricola · e' o dono do dado, nao um intermediario · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T1, T4"
63,AIR UNIMI — Archivio Istituzionale della Ricerca,CIENCIA,Universita degli Studi di Milano,https://air.unimi.it/,T5;T6,LOMBARDIA,88.9,5,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 3 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T5, T6"
64,Agroinnova — Centro di Competenza per l'Innovazione in campo agro-ambientale,CIENCIA,Universita di Torino,https://www.agroinnova.unito.it/it,T3;T5;T6,PIEMONTE,88.9,4,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (liga a ficheiros estruturados (csv/json/xlsx/xml)) · canal institucional do dono (o grupo tem 3 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T3, T5, T6"
65,Centro di Sperimentazione Laimburg,CIENCIA,Provincia autonoma di Bolzano,https://www.laimburg.it/it,T5;T3;T1,TRENTINO-ALTO ADIGE,88.9,3,centro de investigacao aplicada / experimentacao · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso · cobre T5, T3, T1"
66,FLORE UNIFI — Archivio istituzionale della ricerca,CIENCIA,Universita di Firenze,https://flore.unifi.it/,T5;T6,TOSCANA,88.9,5,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T5, T6"
67,IRIS UNIBO — Archivio istituzionale della ricerca,CIENCIA,Universita di Bologna,https://cris.unibo.it/,T5;T6,EMILIA-ROMAGNA,88.9,5,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 5 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T5, T6"
68,IRIS UNIPD — Archivio della ricerca,CIENCIA,Universita di Padova,https://www.research.unipd.it/,T5;T6,VENETO,88.9,5,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T5, T6"
69,IRIS UNITO — Archivio istituzionale,CIENCIA,Universita di Torino,https://iris.unito.it/,T5;T6,PIEMONTE,88.9,5,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 3 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T5, T6"
70,UNIFI DAGRI — Dipartimento di Scienze e Tecnologie Agrarie Alimentari Ambientali e Forestali,CIENCIA,Universita di Firenze,https://www.dagri.unifi.it/,T5;T6;T1,TOSCANA,88.9,4,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (liga a ficheiros estruturados (csv/json/xlsx/xml)) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T5, T6, T1"
71,Advances in Horticultural Science,CIENCIA,Firenze University Press,https://oaj.fupress.net/,T5;T1,TOSCANA,88.0,4,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · publica com frequencia alta (data visivel de 2026-07-31 (45d)) · rota tecnica previsivel (declara feed RSS/Atom no cabecalho) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, publica com frequencia alta, rota tecnica previsivel, feed declarado · cobre T5, T1"
72,Cifo,ORGANIZACAO,Cifo,https://www.cifo.it/,T9;T10,EMILIA-ROMAGNA,88.0,5,concorrente / industria de protecao e nutricao · publica com frequencia alta (data visivel de 2026-09-14 (0d) — publicacao muito recente) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 5 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, publica com frequencia alta, rota tecnica previsivel, feed declarado · cobre T9, T10"
73,ISMEA — Istituto di Servizi per il Mercato Agricolo Alimentare,BASE_OFICIAL,ISMEA,https://www.ismea.it/istituto-di-servizi-per-il-mercato-agricolo-alimentare,T10;T12,NAZIONALE,88.0,3,"ente de filiera / mercado oficial · e' o dono do dado, nao um intermediario · publica com frequencia alta (data visivel de 2026-09-11 (3d) — publicacao muito recente) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, publica com frequencia alta · cobre T10, T12"
74,Italmopa — Associazione Industriali Mugnai d'Italia,ORGANIZACAO,Italmopa,https://www.italmopa.com/,T10;T1,NAZIONALE,88.0,5,"ente de filiera / mercado oficial · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T10, T1"
75,OP Alegra,ORGANIZACAO,Alegra,https://www.alegra.it/,T10;T1,EMILIA-ROMAGNA,88.0,5,organizacao de produtores · publica com frequencia alta (data visivel de 2026-09-12 (2d) — publicacao muito recente) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, publica com frequencia alta, rota tecnica previsivel, feed declarado · cobre T10, T1"
76,SSICA — Stazione Sperimentale per l'Industria delle Conserve Alimentari,CIENCIA,SSICA,https://www.ssica.it/,T5;T10,EMILIA-ROMAGNA,88.0,5,centro de investigacao aplicada / experimentacao · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T5, T10"
77,Terra e Vita — Edagricole,IMPRENSA,Edagricole — New Business Media,https://terraevita.edagricole.it/,T1;T3;T10,EMILIA-ROMAGNA,88.0,5,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T1, T3, T10"
78,UNIMI DiSAA — Dipartimento di Scienze Agrarie e Ambientali,CIENCIA,Universita degli Studi di Milano,https://disaa.unimi.it/it,T5;T6;T1,LOMBARDIA,88.0,3,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · publica com frequencia alta (data visivel de 2026-09-11 (3d) — publicacao muito recente) · canal institucional do dono (o grupo tem 3 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, publica com frequencia alta · cobre T5, T6, T1"
79,Scuola Superiore Sant'Anna — Istituto di Scienze delle Produzioni Vegetali,CIENCIA,Scuola Superiore Sant'Anna Pisa,https://www.santannapisa.it/it/istituto/produzioni-vegetali,T5;T6;T1,TOSCANA,86.7,3,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T5, T6, T1"
80,Serbios,ORGANIZACAO,Serbios,https://www.serbios.it/,T9;T3,VENETO,86.7,5,concorrente / industria de protecao e nutricao · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel · cobre T9, T3"
81,UNIPA SAAF — Dipartimento Scienze Agrarie Alimentari e Forestali,CIENCIA,Universita di Palermo,https://www.unipa.it/dipartimenti/saaf/,T5;T6;T1,SICILIA,86.7,3,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T5, T6, T1"
82,UNIPD DAFNAE — Dipartimento di Agronomia Animali Alimenti Risorse Naturali e Ambiente,CIENCIA,Universita di Padova,https://www.dafnae.unipd.it/,T5;T6;T3,VENETO,86.7,3,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T5, T6, T3"
83,UNIUD DI4A — Dipartimento di Scienze Agroalimentari Ambientali e Animali,CIENCIA,Universita di Udine,https://www.di4a.uniud.it/it,T5;T6;T3,FRIULI-VENEZIA GIULIA,86.7,3,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T5, T6, T3"
84,UNIVR Dipartimento di Biotecnologie,CIENCIA,Universita di Verona,https://www.dbt.univr.it/,T5;T6,VENETO,86.7,4,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (publica boletins em PDF — formato previsivel) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T5, T6"
85,Societa Entomologica Italiana,ORGANIZACAO,SEI,https://www.societaentomologicaitaliana.it/,T3;T5,NAZIONALE,86.0,5,sociedade cientifica / academia · publica com frequencia alta (data visivel de 2026-07-07 (69d)) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, publica com frequencia alta, rota tecnica previsivel, feed declarado · cobre T3, T5"
86,UNITE Facolta di Bioscienze e Tecnologie Agro-alimentari e Ambientali,CIENCIA,Universita di Teramo,https://www.unite.it/UniTE/Bioscienze_e_Tecnologie_Agro-Alimentari_e_Ambientali,T5;T6,ABRUZZO,86.0,4,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (declara feed RSS/Atom no cabecalho) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T5, T6"
87,UNIVPM D3A — Dipartimento di Scienze Agrarie Alimentari e Ambientali,CIENCIA,Universita Politecnica delle Marche,https://www.d3a.univpm.it/,T5;T6;T1,MARCHE,86.0,3,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · publica com frequencia alta (data visivel de 2026-09-03 (11d) — publicacao muito recente) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, publica com frequencia alta · cobre T5, T6, T1"
88,Unione Nazionale Associazioni Produttori Olivicoli — UNAPROL,ORGANIZACAO,Unaprol,https://www.unaprol.it/,T1;T10,LAZIO,86.0,5,organizacao de produtores · publica com frequencia alta (data visivel de 2026-08-21 (24d) — publicacao muito recente) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, publica com frequencia alta, rota tecnica previsivel · cobre T1, T10"
89,Andrea Lentini — registo cientifico ORCID (Università degli Studi di Sassari),CIENCIA,Andrea Lentini · Università degli Studi di Sassari,https://orcid.org/0000-0003-2089-1026,T6;T5,SARDEGNA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
90,Anita Nencioni — registo cientifico ORCID (Consiglio per la ricerca in agricoltura e l’analisi dell’economia agraria),CIENCIA,Anita Nencioni · Consiglio per la ricerca in agricoltura e l’analisi dell’economia agraria,https://orcid.org/0000-0003-1585-0529,T6;T5,LAZIO,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
91,Anna Aldrighetti — registo cientifico ORCID (University of Trento),CIENCIA,Anna Aldrighetti · University of Trento,https://orcid.org/0000-0002-9018-3343,T6;T5,TRENTINO-ALTO ADIGE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
92,Antonio Masetti — registo cientifico ORCID (University of Bologna),CIENCIA,Antonio Masetti · University of Bologna,https://orcid.org/0000-0001-6061-2752,T6;T5,EMILIA-ROMAGNA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
93,Antonio Pietro GARONNA — registo cientifico ORCID (Università degli Studi di Napoli Federico II),CIENCIA,Antonio Pietro GARONNA · Università degli Studi di Napoli Federico II,https://orcid.org/0000-0002-8441-5208,T6;T5,CAMPANIA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
94,Antonio Prodi — registo cientifico ORCID (University of Bologna),CIENCIA,Antonio Prodi · University of Bologna,https://orcid.org/0000-0002-7221-7271,T6;T5,EMILIA-ROMAGNA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
95,Aparna S Balan — registo cientifico ORCID (University of Palermo),CIENCIA,Aparna S Balan · University of Palermo,https://orcid.org/0009-0001-5306-0125,T6;T5,SICILIA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
96,CLAUDIO RATTI — registo cientifico ORCID (Alma Mater Studiorum  Universita' di Bologna),CIENCIA,CLAUDIO RATTI · Alma Mater Studiorum  Universita' di Bologna,https://orcid.org/0000-0002-5640-2143,T6;T5,EMILIA-ROMAGNA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
97,Chiara D'ERRICO — registo cientifico ORCID (Istituto per la Protezione Sostenibile delle Piante IPSP - CNR),CIENCIA,Chiara D'ERRICO · Istituto per la Protezione Sostenibile delle Piante IPSP - CNR,https://orcid.org/0000-0003-0546-9900,T6;T5,PIEMONTE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
98,Daniele Daffonchio — registo cientifico ORCID (University of Turin),CIENCIA,Daniele Daffonchio · University of Turin,https://orcid.org/0000-0003-0947-925X,T6;T5,PIEMONTE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
99,Dumitru Scutelnic — registo cientifico ORCID (University of Verona),CIENCIA,Dumitru Scutelnic · University of Verona,https://orcid.org/0000-0001-6935-7540,T6;T5,VENETO,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
100,Emilio Balducci — registo cientifico ORCID (University of Perugia),CIENCIA,Emilio Balducci · University of Perugia,https://orcid.org/0000-0002-8656-7870,T6;T5,UMBRIA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
101,Francesco Nardi — registo cientifico ORCID (University of Siena),CIENCIA,Francesco Nardi · University of Siena,https://orcid.org/0000-0003-0271-9855,T6;T5,NAZIONALE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
102,Gerardo Puopolo — registo cientifico ORCID (University of Trento),CIENCIA,Gerardo Puopolo · University of Trento,https://orcid.org/0000-0002-4864-4396,T6;T5,TRENTINO-ALTO ADIGE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
103,Gianfranco ANFORA — registo cientifico ORCID (University of Trento),CIENCIA,Gianfranco ANFORA · University of Trento,https://orcid.org/0000-0003-2545-1409,T6;T5,TRENTINO-ALTO ADIGE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
104,Giulia Mandalà — registo cientifico ORCID (Verona University ),CIENCIA,Giulia Mandalà · Verona University ,https://orcid.org/0000-0001-7697-8310,T6;T5,VENETO,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
105,Graziella Amendola — registo cientifico ORCID (National Institute of Health),CIENCIA,Graziella Amendola · National Institute of Health,https://orcid.org/0000-0001-5461-0312,T6;T5,NAZIONALE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
106,Leonardo Caproni — registo cientifico ORCID (Scuola Superiore Sant'Anna),CIENCIA,Leonardo Caproni · Scuola Superiore Sant'Anna,https://orcid.org/0000-0002-7129-8575,T6;T5,TOSCANA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
107,Leonardo Cera — registo cientifico ORCID (University of Padua),CIENCIA,Leonardo Cera · University of Padua,https://orcid.org/0009-0005-6118-7432,T6;T5,VENETO,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
108,Lorenzo Baglieri — registo cientifico ORCID (Politecnico di Torino),CIENCIA,Lorenzo Baglieri · Politecnico di Torino,https://orcid.org/0000-0002-5022-5326,T6;T5,PIEMONTE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
109,Luca Finetti — registo cientifico ORCID (University of Ferrara),CIENCIA,Luca Finetti · University of Ferrara,https://orcid.org/0000-0001-5558-9156,T6;T5,NAZIONALE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
110,Luca Mazzon — registo cientifico ORCID (Università degli Studi di Padova),CIENCIA,Luca Mazzon · Università degli Studi di Padova,https://orcid.org/0000-0002-8459-893X,T6;T5,VENETO,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
111,Marco Mancini — registo cientifico ORCID (University of Florence),CIENCIA,Marco Mancini · University of Florence,https://orcid.org/0000-0002-1454-4995,T6;T5,TOSCANA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
112,Marco Perfetto — registo cientifico ORCID (University of Milan),CIENCIA,Marco Perfetto · University of Milan,https://orcid.org/0000-0001-9370-2500,T6;T5,LOMBARDIA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
113,Marwa Mourou — registo cientifico ORCID (Università degli Studi di Bari Aldo Moro),CIENCIA,Marwa Mourou · Università degli Studi di Bari Aldo Moro,https://orcid.org/0000-0002-9925-3520,T6;T5,PUGLIA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
114,Paolo Boccacci — registo cientifico ORCID (Consiglio Nazionale delle Ricerche),CIENCIA,Paolo Boccacci · Consiglio Nazionale delle Ricerche,https://orcid.org/0000-0001-8574-0478,T6;T5,LAZIO,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
115,Paolo Grazieschi — registo cientifico ORCID (Fondazione Bruno Kessler),CIENCIA,Paolo Grazieschi · Fondazione Bruno Kessler,https://orcid.org/0009-0009-6027-471X,T6;T5,TRENTINO-ALTO ADIGE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
116,ROBERTO RIZZO — registo cientifico ORCID (CREA - Research Centre for Plant Protection and Certification),CIENCIA,ROBERTO RIZZO · CREA - Research Centre for Plant Protection and Certification,https://orcid.org/0000-0003-1628-643X,T6;T5,SICILIA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
117,Roberta Maria Gravagno — registo cientifico ORCID (University of Catania),CIENCIA,Roberta Maria Gravagno · University of Catania,https://orcid.org/0009-0005-2447-3608,T6;T5,SICILIA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
118,Roberta Paris — registo cientifico ORCID (Council for Agricultural Research and Economics Analysis (CREA) ),CIENCIA,Roberta Paris · Council for Agricultural Research and Economics Analysis (CREA) ,https://orcid.org/0000-0001-7823-2475,T6;T5,EMILIA-ROMAGNA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
119,Roberto Ferrise — registo cientifico ORCID (University of Florence),CIENCIA,Roberto Ferrise · University of Florence,https://orcid.org/0000-0001-8236-7823,T6;T5,TOSCANA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
120,Rosa Francaviglia — registo cientifico ORCID (Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria (CREA)),CIENCIA,Rosa Francaviglia · Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria (CREA),https://orcid.org/0000-0002-4362-5428,T6;T5,LAZIO,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
121,Stefano Maini — registo cientifico ORCID (Alma Mater Studiorum - Università di Bologna),CIENCIA,Stefano Maini · Alma Mater Studiorum - Università di Bologna,https://orcid.org/0000-0001-7272-1243,T6;T5,EMILIA-ROMAGNA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
122,Tito Caffi — registo cientifico ORCID (Università Cattolica del Sacro Cuore),CIENCIA,Tito Caffi · Università Cattolica del Sacro Cuore,https://orcid.org/0000-0001-9929-4130,T6;T5,EMILIA-ROMAGNA,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
123,Vera Pavese — registo cientifico ORCID (University of Turin),CIENCIA,Vera Pavese · University of Turin,https://orcid.org/0000-0002-6863-3950,T6;T5,PIEMONTE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
124,sara ruschioni — registo cientifico ORCID (Marche Polytechnic University),CIENCIA,sara ruschioni · Marche Polytechnic University,https://orcid.org/0000-0003-2965-6364,T6;T5,MARCHE,85.6,3,pesquisador com afiliacao italiana atual · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T6, T5"
125,CONAF — Consiglio Ordine Nazionale Dottori Agronomi e Forestali,ORGANIZACAO,CONAF,https://www.conaf.it/,T7;T12,NAZIONALE,85.0,5,ordem profissional / rede tecnica · publica com frequencia alta (data visivel de 2026-09-04 (10d) — publicacao muito recente) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"publica com frequencia alta, rota tecnica previsivel, feed declarado · cobre T7, T12"
126,Koppert Italia,ORGANIZACAO,Koppert Biological Systems,https://www.koppert.it/,T9;T3,NAZIONALE,84.4,4,concorrente / industria de protecao e nutricao · rota tecnica previsivel (liga a ficheiros estruturados (csv/json/xlsx/xml)) · canal institucional do dono (o grupo tem 3 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel · cobre T9, T3"
